# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018
# This file generated on 2018-11-23 17:10:07
item,AU,DE,DOI,SO,id,title,year,DOI link
1203,"Khaki, M.|Ait-El-Fquih, B.|Hoteit, I.|Forootan, E.|Awange, J.|Kuhn, M.",constrained data assimilation|ensemble kalman filtering|weak constrained ensemble kalman filter|water budget closure|hydrological modelling,10.1016/j.jhydrol.2017.10.032,JOURNAL OF HYDROLOGY,WOS:000418107600036,A two-update ensemble Kalman filter for land hydrological data assimilation with an uncertain constraint,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.10.032
1208,"Shuler, Christopher K.|El-Kadi, Aly I.|Dulai, Henrietta|Glenn, Craig R.|Fackrell, Joseph",hydrochemical modeling|groundwater management|nstable isotopes|non-point source pollution|american samoa (usa),10.1007/s10040-017-1617-x,HYDROGEOLOGY JOURNAL,WOS:000415195900015,"Source partitioning of anthropogenic groundwater nitrogen in a mixed-use landscape, Tutuila, American Samoa",2017,https://dx.doi.org/10.1007/s10040-017-1617-x
1209,"Geelen, L. H. W. T.|Kamps, P. T. W. J.|Olsthoorn, T. N.",dune slack restoration|watersupply amsterdam|coastal dunes|eco-hydrology,10.1007/s11852-016-0452-x,JOURNAL OF COASTAL CONSERVATION,WOS:000414166600008,"From overexploitation to sustainable use, an overview of 160 years of water extraction in the Amsterdam dunes, the Netherlands",2017,https://dx.doi.org/10.1007/s11852-016-0452-x
1211,"Chen, Jie|Brissette, Francois P.|Liu, Pan|Xia, Jun",bias correction method|climate change impacts|hydrological modelling|regional climate model,10.1002/hyp.11368,HYDROLOGICAL PROCESSES,WOS:000416149500011,Using raw regional climate model outputs for quantifying climate change impacts on hydrology,2017,https://dx.doi.org/10.1002/hyp.11368
1213,"Cuceloglu, Gokhan|Abbaspour, Karim C.|Ozturk, Izzet",hydrological modeling|swat|swat-cup|water-resources modeling|water availability|water potential|istanbul,10.3390/w9100814,WATER,WOS:000414707500089,Assessing the Water-Resources Potential of Istanbul by Using a Soil and Water Assessment Tool (SWAT) Hydrological Model,2017,https://dx.doi.org/10.3390/w9100814
1216,"Du, Erhu|Rivera, Samuel|Cai, Ximing|Myers, Laura|Ernest, Andrew|Minsker, Barbara",agent-based modeling|behavioral heterogeneity|decision support systems|evacuation|flood warning|flooding|simulation,10.1111/1752-1688.12475,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000400598400006,IMPACTS OF HUMAN BEHAVIORAL HETEROGENEITY ON THE BENEFITS OF PROBABILISTIC FLOOD WARNINGS: AN AGENT-BASED MODELING FRAMEWORK,2017,https://dx.doi.org/10.1111/1752-1688.12475
1218,"Pienaar, G. W.|Hughes, D. A.",uncertainty|environmental modelling|water allocations|supply deficit impacts|decision making,10.1007/s11269-016-1523-3,WATER RESOURCES MANAGEMENT,WOS:000393777100018,Linking Hydrological Uncertainty with Equitable Allocation for Water Resources Decision-Making,2017,https://dx.doi.org/10.1007/s11269-016-1523-3
1219,"Mondy, Cedric P.|Schuwirth, Nele",bayesian inference|community assembly|food web|macroinvertebrates|mechanistic model|traits|uncertainty analysis,10.1002/eap.1530,ECOLOGICAL APPLICATIONS,WOS:000402566600026,Integrating ecological theories and traits in process-based modeling of macroinvertebrate community dynamics in streams,2017,https://dx.doi.org/10.1002/eap.1530
1222,"Ribeiro, Alexandra|Cardoso, Alberto|Marques, Alfeu S.|Simoes, Nuno E.",geosensors|flood forecasting systems|operational platform|remote monitoring|data collection and management|hydroinformatics|environmental modeling,,PROCEEDINGS OF 2017 4TH EXPERIMENT@INTERNATIONAL CONFERENCE (EXP.AT'17),WOS:000412842600062,Geosensing-Based Platform for Supporting Operational River Flood Forecast,2017,https://dx.doi.org/
1223,"Corral, Serafin|Hernandez, Yeray",sensitivity analysis|social sensitivity analysis|decision support systems|multi-criteria evaluation|participatory approaches|robustness,10.1016/j.ecolecon.2017.05.022,ECOLOGICAL ECONOMICS,WOS:000410013200001,Social Sensitivity Analyses Applied to Environmental Assessment Processes,2017,https://dx.doi.org/10.1016/j.ecolecon.2017.05.022
1227,"Yang, Ya-Mei|Dilmore, Robert|Mansoor, Kayyum|Carroll, Susan|Bromhal, Grant|Small, Mitchell|Dixon, T|Laloui, L|Twinning, S",carbon sequestration|carbon storage|co2 leakage|risk assessment|uncertainty quantification|detection probability|groundwater|wellbore monitoring,10.1016/j.egypro.2017.03.1586,"13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13",WOS:000419147304059,Risk-based Monitoring Network Design for Geologic Carbon Storage Sites,2017,https://dx.doi.org/10.1016/j.egypro.2017.03.1586
1228,"Shafiee, M. Ehsan|Berglund, Emily Zechman",sociotechnical modeling|agent-based modeling|water quality|contamination event|mitigation strategies|news media,10.1061/(ASCE)WR.1943-5452.0000744,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,WOS:000398519400004,Complex Adaptive Systems Framework to Simulate the Performance of Hydrant Flushing Rules and Broadcasts during a Water Distribution System Contamination Event,2017,https://dx.doi.org/10.1061/(ASCE)WR.1943-5452.0000744
1231,"Iacob, Oana|Brown, Iain|Rowan, John",climate change|land-use change|hydrological modelling|catchment management|flood risk,10.1080/02626667.2017.1366657,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000409185900002,"Natural flood management, land use and climate change trade-offs: the case of Tarland catchment, Scotland",2017,https://dx.doi.org/10.1080/02626667.2017.1366657
1232,"Huang, Chao|He, Hong S.|Hawbaker, Todd J.|Liang, Yu|Gong, Peng|Wu, Zhiwei|Zhu, Zhiliang",model coupling|linkages v2.2|landis pro|fire|harvest|carbon stocks,10.1016/j.envsoft.2017.03.009,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000403512500022,A coupled modeling framework for predicting ecosystem carbon dynamics in boreal forests,2017,https://dx.doi.org/10.1016/j.envsoft.2017.03.009
1233,"Ahmed, Mukhtar Ahmed Ajaz|Abd-Elrahman, Amr|Escobedo, Francisco J.|Cropper, Wendell P.|Martin, Timothy A.|Timilsina, Nilesh",trade-offs|ecosystem services|drivers|geographically weighted regression|watershed|ecoregion,10.1016/j.jenvman.2017.05.013,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000403736000017,Spatially-explicit modeling of multi-scale drivers of aboveground forest biomass and water yield in watersheds of the Southeastern United States,2017,https://dx.doi.org/10.1016/j.jenvman.2017.05.013
1173,"Ernst, Kathleen M.|Preston, Benjamin L.",climate change|energy|water|adaptation|decision-making|scale,10.1016/j.envsci.2017.01.001,ENVIRONMENTAL SCIENCE & POLICY,WOS:000396957400005,Adaptation opportunities and constraints in coupled systems: Evidence from the US energy-water nexus,2017,https://dx.doi.org/10.1016/j.envsci.2017.01.001
1171,"Freudiger, Daphne|Kohn, Irene|Seibert, Jan|Stahl, Kerstin|Weiler, Markus",,10.1002/wat2.1232,WILEY INTERDISCIPLINARY REVIEWS-WATER,WOS:000416379600007,Snow redistribution for the hydrological modeling of alpine catchments,2017,https://dx.doi.org/10.1002/wat2.1232
1169,"Wang, Guoqing|Zhang, Jianyun|Li, Xuemei|Bao, Zhenxin|Liu, Yanli|Liu, Cuishan|He, Ruimin|Luo, Junsong",hydrological modeling|climate change|human activity|water resources|impact assessment,10.1007/s13201-016-0396-1,APPLIED WATER SCIENCE,WOS:000411096700012,Investigating causes of changes in runoff using hydrological simulation approach,2017,https://dx.doi.org/10.1007/s13201-016-0396-1
1140,"Shao, Hui|Yang, Wanhong|Lindsay, John|Liu, Yongbo|Yu, Zhiqiang|Oginskyy, Anatoliy",soil and water assessment tool|integrated economic-hydrologic modeling|best management practice evaluation|open source gis|decision support system,10.1111/1752-1688.12521,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000402846200003,AN OPEN SOURCE GIS-BASED DECISION SUPPORT SYSTEM FOR WATERSHED EVALUATION OF BEST MANAGEMENT PRACTICES,2017,https://dx.doi.org/10.1111/1752-1688.12521
1107,"Kidwell, David M.|Dietrich, J. Casey|Hagen, Scott C.|Medeiros, Stephen C.",sea level rise|wetlands|tidal hydrodynamics|storm surge|gulf of mexico|sedimentation,10.1002/2016EF000493,EARTHS FUTURE,WOS:000395001800001,An Earth's Future Special Collection: Impacts of the coastal dynamics of sea level rise on low-gradient coastal landscapes,2017,https://dx.doi.org/10.1002/2016EF000493
1109,"Gao, Xiang|Ouyang, Wei|Hao, Zengchao|Shi, Yandan|Wei, Peng|Hao, Fanghua",climate change|farmland shift|synergistic impacts|diffuse pollution|high-middle latitude,10.1016/j.scitotenv.2016.11.070,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000391897800049,Farmland-atmosphere feedbacks amplify decreases in diffuse nitrogen pollution in a freeze-thaw agricultural area under climate warming conditions,2017,https://dx.doi.org/10.1016/j.scitotenv.2016.11.070
1119,"Waldick, Ruth|Bizikova, Livia|White, Denis|Lindsay, Kathryn",climate change adaptation|scenarios|regional planning|canada|agriculture|integrated assessment|uncertainty,10.1007/s10113-016-0992-5,REGIONAL ENVIRONMENTAL CHANGE,WOS:000394157300015,An integrated decision-support process for adaptation planning: climate change as impetus for scenario planning in an agricultural region of Canada,2017,https://dx.doi.org/10.1007/s10113-016-0992-5
1120,"Beck, Hylke E.|van Dijk, Albert I. J. M.|Levizzani, Vincenzo|Schellekens, Jaap|Miralles, Diego G.|Martens, Brecht|de Roo, Ad",,10.5194/hess-21-589-2017,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000395177100001,"MSWEP: 3-hourly 0.25 degrees global gridded precipitation (1979-2015) by merging gauge, satellite, and reanalysis data",2017,https://dx.doi.org/10.5194/hess-21-589-2017
1121,"Loveridge, Melanie|Rahman, Ataur|Hill, Peter",antecedent moisture condition|design flood estimation|monte carlo simulation|rainfall-runoff modelling|runoff generation|soil water model,10.2166/nh.2016.118,HYDROLOGY RESEARCH,WOS:000416144600014,Applicability of a physically based soil water model (SWMOD) in design flood estimation in eastern Australia,2017,https://dx.doi.org/10.2166/nh.2016.118
1122,"Sheykhi, Vahideh|Moore, Farid|Kavousi-Fard, Abdollah|Keshavarzi, Behnan|Bikineh, Elham",ghare-bagh drainage|mkhoa|spatial data analysis|swarm intelligence technique|toxic metal,10.1080/15715124.2017.1300158,INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,WOS:000423964400009,"Integrated modelling with environmental parameters for aquatic system assessment: a case study on the Ghare-Bagh drainage, Iran",2017,https://dx.doi.org/10.1080/15715124.2017.1300158
1123,"Bell, Victoria A.|Davies, Helen N.|Kay, Alison L.|Brookshaw, Anca|Scaife, Adam A.",,10.5194/hess-21-4681-2017,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000410799600001,A national-scale seasonal hydrological forecast system: development and evaluation over Britain,2017,https://dx.doi.org/10.5194/hess-21-4681-2017
1126,"Bandilla, Karl W.|Guo, Bo|Celia, Michael A.|Dixon, T|Laloui, L|Twinning, S",geologic carbon storage|vertically-integrated modeling|vertical heterogeneity,10.1016/j.egypro.2017.03.1463,"13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13",WOS:000419147303048,Applicability of Vertically Integrated Models for Carbon Storage Modeling in Structured Heterogeneous Domains,2017,https://dx.doi.org/10.1016/j.egypro.2017.03.1463
1127,"Chabukdhara, Mayuri|Gupta, Sanjay Kumar|Kotecha, Yatharth|Nema, Arvind K.",groundwater|heavy metals|multivariate analysis|hazard quotient|fuzzy comprehensive assessment,10.1016/j.chemosphere.2017.03.086,CHEMOSPHERE,WOS:000401385900018,"Groundwater quality in Ghaziabad district, Uttar Pradesh, India: Multivariate and health risk assessment",2017,https://dx.doi.org/10.1016/j.chemosphere.2017.03.086
1130,"Giannino, Francesco|Russo, Lucia|Ascoli, Davide|Migliozzi, Antonello|Siettos, Constantinos I.|Mazzoleni, Stefano|Simos, TE|Kalogiratou, Z|Monovasilis, T",complex networks|forest fires|hazard management|wildland fires|cellular automata,10.1063/1.5012376,PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2017 (ICCMSE-2017),WOS:000419835900089,Cellular Automata Simulation of forest fire behavior on Italian landscape: the case of Sardinia,2017,https://dx.doi.org/10.1063/1.5012376
1136,"Thakur, Jay Krishna|Singh, Sudhir Kumar|Ekanthalu, Vicky Shettigondahalli",hydrological modeling|groundwater|remote sensing|gis|gps,10.1007/s13201-016-0384-5,APPLIED WATER SCIENCE,WOS:000411095500003,"Integrating remote sensing, geographic information systems and global positioning system techniques with hydrological modeling",2017,https://dx.doi.org/10.1007/s13201-016-0384-5
1137,"Stigter, J. D.|Beck, M. B.|Molenaar, J.",identifiability|non-linear parameter estimation|parametric output sensitivity|model reduction,10.1016/j.envsoft.2017.03.006,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000403512500027,Assessing local structural identifiability for environmental models,2017,https://dx.doi.org/10.1016/j.envsoft.2017.03.006
1143,"Omer, Abubaker|Wang, Weiguang|Basheer, Amir K.|Yong, Bin",environmental change|integrated assessment|interactive effect|runoff|swat,10.2166/nh.2016.229,HYDROLOGY RESEARCH,WOS:000397812500008,"Integrated assessment of the impacts of climate variability and anthropogenic activities on river runoff: a case study in the Hutuo River Basin, China",2017,https://dx.doi.org/10.2166/nh.2016.229
1167,"Khaki, M.|Hoteit, I.|Kuhn, M.|Awange, J.|Forootan, E.|van Dijk, A. I. J. M.|Schumacher, M.|Pattiaratchi, C.",data assimilation|grace|hydrological modeling|kalman filtering|particle filtering,10.1016/j.advwatres.2017.07.001,ADVANCES IN WATER RESOURCES,WOS:000410674200023,Assessing sequential data assimilation techniques for integrating GRACE data into a hydrological model,2017,https://dx.doi.org/10.1016/j.advwatres.2017.07.001
1144,"Taormina, Riccardo|Galelli, Stefano|Tippenhauer, Nils Ole|Salomons, Elad|Ostfeld, Avi",water distribution systems|cyber-physical systems|cyber-physical attacks|cyber security|epanet|smart water networks,10.1061/(ASCE)WR.1943-5452.0000749,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,WOS:000398591200006,Characterizing Cyber-Physical Attacks on Water Distribution Systems,2017,https://dx.doi.org/10.1061/(ASCE)WR.1943-5452.0000749
1147,"Astuti, Sri Rejeki Dwi|Suyanta, |Widjajanti, Endang L. F. X.|Rohaeti, Eli|Puteh, M|AbdHamid, NZ|Adenan, NH",,10.1063/1.4983909,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON EDUCATION, MATHEMATICS AND SCIENCE 2016 (ICEMS2016) IN CONJUNCTION WITH INTERNATIONAL POSTGRADUATE CONFERENCE ON SCIENCE AND MATHEMATICS 2016 (IPCSM2016)",WOS:000417369700053,An Integrated Assessment Instrument: Developing and Validating Instrument for Facilitating Critical Thinking Abilities and Science Process Skills on Electrolyte and Nonelectrolyte Solution Matter,2017,https://dx.doi.org/10.1063/1.4983909
1148,"Roy, Debjit|Krishnamurthy, Ananth|Heragu, Sunderesh S.|Malmborg, Charles",avs/rs|integrated queuing model|linking algorithm|embedded markov chains|semi-open queues,10.1016/j.cor.2017.02.012,COMPUTERS & OPERATIONS RESEARCH,WOS:000399511200015,A multi-tier linking approach to analyze performance of autonomous vehicle-based storage and retrieval systems,2017,https://dx.doi.org/10.1016/j.cor.2017.02.012
1151,"Bryhn, Andreas C.|Dimberg, Peter H.|Bergstrom, Lena|Fredriksson, Ronny E.|Mattila, Johanna|Bergstrom, Ulf",nitrogen|phosphorus|eutrophication|coastal water,10.1016/j.marpolbul.2016.10.054,MARINE POLLUTION BULLETIN,WOS:000393931700004,"External nutrient loading from land, sea and atmosphere to all 656 Swedish coastal water bodies",2017,https://dx.doi.org/10.1016/j.marpolbul.2016.10.054
1154,"Hatfield-Dodds, Steve|Schandl, Heinz|Newth, David|Obersteiner, Michael|Cai, Yiyong|Baynes, Tim|West, James|Havlik, Petr",resource efficiency|climate mitigation|policy analysis|decoupling,10.1016/j.jclepro.2016.12.170,JOURNAL OF CLEANER PRODUCTION,WOS:000393249300038,"Assessing global resource use and greenhouse emissions to 2050, with ambitious resource efficiency and climate mitigation policies",2017,https://dx.doi.org/10.1016/j.jclepro.2016.12.170
1155,"Jung, Hahn Chul|Getirana, Augusto|Policelli, Frederick|McNally, Amy|Arsenault, Kristi R.|Kumar, Sujay|Tadesse, Tsegaye|Peters-Lidard, Christa D.",blue nile|water balance|land surface model|river routing scheme,10.1016/j.jhydrol.2017.10.040,JOURNAL OF HYDROLOGY,WOS:000418107600042,Upper Blue Nile basin water budget from a multi-model perspective,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.10.040
1156,"Koivusalo, H.|Turunen, M.|Salo, H.|Haahti, K.|Nousiainen, R.|Warsta, L.",agriculture|hydrological modelling|nao index|runoff|subsurface drains|water balance,10.2166/nh.2017.056,HYDROLOGY RESEARCH,WOS:000409334100007,Analysis of water balance and runoff generation in high latitude agricultural fields during mild and cold winters,2017,https://dx.doi.org/10.2166/nh.2017.056
1159,"Cope, A. J.|Richmond, P.|James, S. S.|Gurney, K.|Allerton, D. J.",modelling tool|gui|spineml|spiking neurons|neuronal networks,10.1007/s12021-016-9311-z,NEUROINFORMATICS,WOS:000394260000004,SpineCreator: a Graphical User Interface for the Creation of Layered Neural Models,2017,https://dx.doi.org/10.1007/s12021-016-9311-z
1160,"Botero-Acosta, Alejandra|Chu, Maria L.|Guzman, Jorge A.|Starks, Patrick J.|Moriasi, Daniel N.",riparian erosion|vulnerability maps|habitat suitability model|watershed modeling|mike she|maxent,10.1016/j.jenvman.2017.02.045,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000412251300061,Riparian erosion vulnerability model based on environmental features,2017,https://dx.doi.org/10.1016/j.jenvman.2017.02.045
1164,"Herdegen, Martin",numeraire-independent modeling|no-arbitrage|maximal strategies|fundamental theorem of asset pricing|nonnegative wealth,10.1111/mafi.12088,MATHEMATICAL FINANCE,WOS:000397560600009,NO-ARBITRAGE IN A NUMERAIRE-INDEPENDENT MODELING FRAMEWORK,2017,https://dx.doi.org/10.1111/mafi.12088
1165,"Gulbaz, Sezar|Kazezyilmaz-Alhan, Cevza Melek",bioretention|epa swmm|hydrological model|lid|storm water treatment,10.2166/wst.2017.464,WATER SCIENCE AND TECHNOLOGY,WOS:000417163700016,An evaluation of hydrologic modeling performance of EPA SWMM for bioretention,2017,https://dx.doi.org/10.2166/wst.2017.464
1166,"Budolfson, Mark|Dennig, Francis|Fleurbaey, Marc|Siebert, Asher|Socolow, Robert H.",,10.1007/s10584-017-2094-x,CLIMATIC CHANGE,WOS:000417060100016,"The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",2017,https://dx.doi.org/10.1007/s10584-017-2094-x
493,"Lang, Thomas|Feist, Stephen W.|Stentiford, Grant D.|Bignell, John P.|Vethaak, A. Dick|Wosniok, Werner",common dab (limanda limanda)|icon|diseases|fdi|biomonitoring|environmental assessment,10.1016/j.marenvres.2015.12.009,MARINE ENVIRONMENTAL RESEARCH,WOS:000392678200009,"Diseases of dab (Limanda limanda): Analysis and assessment of data on externally visible diseases., macroscopic liver neoplasms and liver histopathology in the North Sea, Baltic Sea and off Iceland",2017,https://dx.doi.org/10.1016/j.marenvres.2015.12.009
1473,"Munksgaard, Niels C.|Warnakulasooriya, Kanchana N.|Kennedy, Karen|Powell, Lynne|Gibb, Karen S.",nitrogen|isotopes|wastewater|ammonia|gas emissions|monitoring,10.1007/s10661-016-5754-9,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000392300300036,Enrichment of N-15/N-14 in wastewater-derived effluent varies with operational performance of treatment systems: implications for isotope monitoring in receiving environments,2017,https://dx.doi.org/10.1007/s10661-016-5754-9
491,"Negm, Lamyaa M.|Youssef, Mohamed A.|Jaynes, Dan B.",controlled drainage|drainmod-dssat|integrated modeling|crop production|water quality,10.1016/j.agwat.2017.03.010,AGRICULTURAL WATER MANAGEMENT,WOS:000401375800006,"Evaluation of DRAINMOD-DSSAT simulated effects of controlled drainage on crop yield, water balance, and water quality for a corn-soybean cropping system in central Iowa",2017,https://dx.doi.org/10.1016/j.agwat.2017.03.010
352,"Proctor, Abigael H.|King, Catherine K.|Holan, Jessica R.|Wotherspoon, Simon J.",,10.1021/acs.est.7b02255,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000404087400070,Integrated Modeling of Survival Data from Multiple Stressor Ecotoxicology Experiments,2017,https://dx.doi.org/10.1021/acs.est.7b02255
123,"Douinot, Audrey|Roux, Helene|Dartus, Denis",uncertainty propagation|hydrological modelling|calibration evaluation discharge uncertainty|error isolines,10.1016/j.envsoft.2017.01.007,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000397551300011,Modelling errors calculation adapted to rainfall - Runoff model user expectations and discharge data uncertainties,2017,https://dx.doi.org/10.1016/j.envsoft.2017.01.007
122,"Clavera-Gispert, Roger|Gratacos, Oscar|Carmona, Ana|Tolosana-Delgado, Raimon",forward-model|process-based|sedimentary basin|ecological model|carbonate production,10.1007/s10596-017-9617-4,COMPUTATIONAL GEOSCIENCES,WOS:000401453500004,Process-based forward numerical ecological modeling for carbonate sedimentary basins,2017,https://dx.doi.org/10.1007/s10596-017-9617-4
335,"Khaki, M.|Schumacher, M.|Forootan, E.|Kuhn, M.|Awange, J. L.|van Dijk, A. I. J. M.",data assimilation|grace|localization|hydrological model,10.1016/j.advwatres.2017.07.024,ADVANCES IN WATER RESOURCES,WOS:000411868400008,Accounting for spatial correlation errors in the assimilation of GRACE into hydrological models through localization,2017,https://dx.doi.org/10.1016/j.advwatres.2017.07.024
336,"Wang, Yue|Dong, Hongmin|Zhu, Zhiping|Gerber, Pierre J.|Xin, Hongwei|Smith, Pete|Opio, Carolyn|Steinfeld, Henning|Chadwick, Dave",,10.1021/acs.est.6b06430,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000399859700040,Mitigating Greenhouse Gas and Ammonia Emissions from Swine Manure Management: A System Analysis,2017,https://dx.doi.org/10.1021/acs.est.6b06430
337,"Huang, Bin|Xing, Ke|Pullen, Stephen",buildings|integrated modelling|life cycle energy|systems thinking|urban precincts,10.1016/j.jclepro.2015.12.008,JOURNAL OF CLEANER PRODUCTION,WOS:000408788100003,Energy and carbon performance evaluation for buildings and urban precincts: review and a new modelling concept,2017,https://dx.doi.org/10.1016/j.jclepro.2015.12.008
338,"Krakovska, Aneta|Novakova, Jana|Unucka, Jan|Melcakova, Iva|Lapcik, Vladimir|Andras, Peter|Klimsa, Lukas",flood|flood measures|flow measurement|parallel channel|river basin capacity,,CARPATHIAN JOURNAL OF EARTH AND ENVIRONMENTAL SCIENCES,WOS:000390973500028,PROPOSAL OF POTENTIAL FLOOD CONTROL,2017,https://dx.doi.org/
339,"Winter, Jonathan M.|Lopez, Jose R.|Ruane, Alex C.|Young, Charles A.|Scanlon, Bridget R.|Rosenzweig, Cynthia",irrigated agriculture|crop model|hydrologic model|water resources management|climate change,10.1016/j.ancene.2017.05.002,ANTHROPOCENE,WOS:000405592500002,Representing water scarcity in future agricultural assessments,2017,https://dx.doi.org/10.1016/j.ancene.2017.05.002
340,"Brunner, Sibyl Hanna|Huber, Robert|Gret-Regamey, Adrienne",social-ecological modeling|management|scenarios|landscape planning|land-use change,10.1007/s10113-017-1118-4,REGIONAL ENVIRONMENTAL CHANGE,WOS:000415136200010,Mapping uncertainties in the future provision of ecosystem services in a mountain region in Switzerland,2017,https://dx.doi.org/10.1007/s10113-017-1118-4
119,"Morsy, Mohamed M.|Goodall, Jonathan L.|Castronova, Anthony M.|Dash, Pabitra|Merwade, Venkatesh|Sadler, Jeffrey M.|Rajib, Mohammad Adnan|Horsburgh, Jeffery S.|Tarboton, David G.",environmental modeling|hydrologic modeling|model metadata|linked data|dublin core metadata initiative|reproducibility,10.1016/j.envsoft.2017.02.028,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000403512500002,Design of a metadata framework for environmental models with an example hydrologic application in HydroShare,2017,https://dx.doi.org/10.1016/j.envsoft.2017.02.028
118,"Zlatanov, Tzvetan|Elkin, Che|Irauschek, Florian|Lexer, Manfred Josef",climate change|forest ecosystem services|ecosystem modelling|sustainable forest management,10.1007/s10113-015-0869-z,REGIONAL ENVIRONMENTAL CHANGE,WOS:000394157300007,Impact of climate change on vulnerability of forests and ecosystem service supply in Western Rhodopes Mountains,2017,https://dx.doi.org/10.1007/s10113-015-0869-z
117,"Zieher, Thomas|Rutzinger, Martin|Schneider-Muntau, Barbara|Perzl, Frank|Leidinger, David|Formayer, Herbert|Geitner, Clemens",,10.5194/nhess-17-971-2017,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,WOS:000404787500001,Sensitivity analysis and calibration of a dynamic physically based slope stability model,2017,https://dx.doi.org/10.5194/nhess-17-971-2017
344,"Nigussie, Tewodros Assefa|Altunkaynak, Abdusselam|Dunn, CN|VanWeele, B",,,"WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: WATERSHED MANAGEMENT, IRRIGATION AND DRAINAGE, AND WATER RESOURCES PLANNING AND MANAGEMENT",WOS:000404786200001,"Modeling the Effects of Project Canal Istanbul on the Urban Extent and Hydrological Response of Ayamama Watershed, Istanbul",2017,https://dx.doi.org/
347,"Yang, Shihan|Yu, Qiong|Talu, S|Hwang, FJ|Jakobczak, DJ|Esmaeili, A",nonlinear hybrid systems|feature matrix|truth table|linearizing,,"PROCEEDINGS OF THE 2017 INTERNATIONAL CONFERENCE ON APPLIED MATHEMATICS, MODELING AND SIMULATION (AMMS 2017)",WOS:000426699700042,An Approximate Model Based on Feature Matrix for Nonlinear Hybrid Systems,2017,https://dx.doi.org/
113,"Yildirim, Unal|Campean, Felician|Williams, Huw",functional architecture|functional requirements|function modeling|state diagrams|systems engineering,10.1017/S0890060417000294,AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,WOS:000410963800003,Function modeling using the system state flow diagram,2017,https://dx.doi.org/10.1017/S0890060417000294
112,"Wang, Lunche|Kisi, Ozgur|Zounemat-Kermani, Mohammad|Li, Hui",pan evaporation|soft computing techniques|regression methods|model comparison,10.1016/j.jhydrol.2016.11.059,JOURNAL OF HYDROLOGY,WOS:000392767000035,Pan evaporation modeling using six different heuristic computing methods in different climates of China,2017,https://dx.doi.org/10.1016/j.jhydrol.2016.11.059
348,"Yadav, Dhananjay|Wang, Junye",carbon dioxide emissions|dndc model|agricultural management|environmental modelling,10.1016/j.envpol.2017.07.066,ENVIRONMENTAL POLLUTION,WOS:000412250900108,Modelling carbon dioxide emissions from agricultural soils in Canada,2017,https://dx.doi.org/10.1016/j.envpol.2017.07.066
349,"Aouachria, Moufida|Leshob, Abderrahmane|Gonzalez-Huerta, Javier|Ghomari, Abdessamed Reda|Hadaya, Pierre|Hussain, O|Jiang, L|Fei, |Lan, CW|Chao, KM",business process integration|business process modeling|process adaptation patterns|workflow net,10.1109/ICEBE.2017.26,2017 IEEE 14TH INTERNATIONAL CONFERENCE ON E-BUSINESS ENGINEERING (ICEBE 2017),WOS:000426981100016,Business Process Integration: How to Achieve Interoperability Through Process Patterns,2017,https://dx.doi.org/10.1109/ICEBE.2017.26
350,"Maulik, Romit|San, Omer",two-dimensional turbulence|large eddy simulations|geophysical flows|dynamic modeling|smagorinsky model|leith model,10.1016/j.compfluid.2016.11.015,COMPUTERS & FLUIDS,WOS:000414882800003,A stable and scale-aware dynamic modeling framework for subgrid-scale parameterizations of two-dimensional turbulence,2017,https://dx.doi.org/10.1016/j.compfluid.2016.11.015
