# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018
# This file generated on 2018-11-23 17:10:07
item,AU,DE,DOI,SO,id,title,year,DOI link
166,"Ivanova, Bojidarka",,10.1007/s10653-016-9827-z,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,WOS:000402049700016,"Environmental modeling of uranium interstitial compositions of non-stoichiometric oxides: experimental and theoretical analysis (vol 38, pg 1051, 2016)",2017,https://dx.doi.org/10.1007/s10653-016-9827-z
172,"Steenberg, James W. N.|Millward, Andrew A.|Nowak, David J.|Robinson, Pamela J.|Ellis, Alexis",vulnerability assessment|i-tree forecast|ecological modeling|strategic planning|disturbance|scale,10.1007/s00267-016-0782-3,ENVIRONMENTAL MANAGEMENT,WOS:000394257400002,"Forecasting Urban Forest Ecosystem Structure, Function, and Vulnerability",2017,https://dx.doi.org/10.1007/s00267-016-0782-3
263,"Gao, Huan|Mamon, Rogemar|Liu, Xiaoming",affine models|moment-based method|risk measures|correlated risk factors|insurance with option-embedded features,10.1016/j.matcom.2016.07.003,MATHEMATICS AND COMPUTERS IN SIMULATION,WOS:000386817300006,Risk measurement of a guaranteed annuity option under a stochastic modelling framework,2017,https://dx.doi.org/10.1016/j.matcom.2016.07.003
264,"Guo, Bo|Tao, Yiheng|Bandilla, Karl|Celia, Michael|Dixon, T|Laloui, L|Twinning, S",vertically integrated models|dual-continuum models|co2 storage|fracture flow,10.1016/j.egypro.2017.03.1466,"13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13",WOS:000419147303051,Vertically integrated dual-porosity and dual-permeability models for CO2 sequestration in fractured geological formation,2017,https://dx.doi.org/10.1016/j.egypro.2017.03.1466
266,"Wiser, Ryan|Mai, Trieu|Millstein, Dev|Barbose, Galen|Bird, Lori|Heeter, Jenny|Keyser, David|Krishnan, Venkat|Macknick, Jordan",renewable energy|solar power|wind power|renewable portfolio standards,10.1088/1748-9326/aa87bd,ENVIRONMENTAL RESEARCH LETTERS,WOS:000411713200001,Assessing the costs and benefits of US renewable portfolio standards,2017,https://dx.doi.org/10.1088/1748-9326/aa87bd
269,"Alvarez-Miranda, Eduardo|Pereira, Jordi",network design|network construction|two-stage robust optimization|exact algorithms,10.1016/j.cor.2016.12.018,COMPUTERS & OPERATIONS RESEARCH,WOS:000394079400015,Designing and constructing networks under uncertainty in the construction stage: Definition and exact algorithmic approach,2017,https://dx.doi.org/10.1016/j.cor.2016.12.018
271,"Bagheri, MohammadHossein|Morid, Saeid|Arshad, Saleh",water budget|remotely-sensed data|sebal|endorheic basin|lake urmia,10.1007/s12524-015-0522-9,JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING,WOS:000394243200010,"Application of Remotely-Sensed Data to Estimate a Water Budget for Data-Scarce Endorheic Basins: A Case Study of Lake Urmia basin, Iran",2017,https://dx.doi.org/10.1007/s12524-015-0522-9
179,"Hall, Ralph P.|Ranganathan, Shyam|Kumar, Raj G. C.",sustainable development goals|water|multiple-use water services|rural|peri-urban|cost-benefit analysis|multilevel modeling framework,10.3390/su9020314,SUSTAINABILITY,WOS:000395590500156,A General Micro-Level Modeling Approach to Analyzing Interconnected SDGs: Achieving SDG 6 and More through Multiple-Use Water Services (MUS),2017,https://dx.doi.org/10.3390/su9020314
274,"Bellamy, Chloe C.|van der Jagt, Alexander P. N.|Barbour, Shelley|Smith, Mike|Moseley, Darren",nature-based solutions|stakeholder engagement|urban planning|multiscale habitat suitability model|health and well-being,10.1016/j.envres.2017.06.023,ENVIRONMENTAL RESEARCH,WOS:000408184700028,"A spatial framework for targeting urban planning for pollinators and people with local stakeholders: A route to healthy, blossoming communities?",2017,https://dx.doi.org/10.1016/j.envres.2017.06.023
173,"Banerjee, Sudipto",bayesian statistics|gaussian process|low rank gaussian process|nearest neighbor gaussian process (nngp)|predictive process|sparse gaussian process|spatiotemporal statistics,10.1214/17-BA1056R,BAYESIAN ANALYSIS,WOS:000404020800012,High-Dimensional Bayesian Geostatistics,2017,https://dx.doi.org/10.1214/17-BA1056R
277,"Didovets, Iulii|Lobanova, Anastasia|Bronstert, Axel|Snizhko, Sergiy|Maule, Cathrine Fox|Krysanova, Valentina",ukraine|climate change impact|river discharge|samara|teteriv|western bug|runoff|swim|impressions,10.3390/w9030204,WATER,WOS:000398721300054,Assessment of Climate Change Impacts on Water Resources in Three Representative Ukrainian Catchments Using Eco-Hydrological Modelling,2017,https://dx.doi.org/10.3390/w9030204
286,"Funk, Andrea|Trauner, Daniel|Reckendorfer, Walter|Hein, Thomas",macroinvertebrate|biotic index|ecological status|eu wfd|river-floodplain system|wetland,10.1016/j.ecolind.2017.04.035,ECOLOGICAL INDICATORS,WOS:000406436000032,The Benthic Invertebrates Floodplain Index - Extending the assessment approach,2017,https://dx.doi.org/10.1016/j.ecolind.2017.04.035
279,"Breinl, K.|Strasser, U.|Bates, P.|Kienberger, S.",fluvial floods|hydrological modelling|joint hazard modelling|pluvial floods|stochastic modelling|weather generator,10.1111/jfr3.12150,JOURNAL OF FLOOD RISK MANAGEMENT,WOS:000398908900010,A joint modelling framework for daily extremes of river discharge and precipitation in urban areas,2017,https://dx.doi.org/10.1111/jfr3.12150
281,"De Girolamo, A. M.|Bouraoui, F.|Buffagni, A.|Pappagallo, G.|Lo Porto, A.",climate change|hydrological indicators|hydrological modelling|impact on blue waters|impact on hydrological regime|streamflow regime,10.1002/rra.3165,RIVER RESEARCH AND APPLICATIONS,WOS:000409105100021,Hydrology under climate change in a temporary river system: Potential impact on water balance and flow regime,2017,https://dx.doi.org/10.1002/rra.3165
282,"Scholtz, R.|Polo, J. A.|Fuhlendorf, S. D.|Duckworth, G. D.",communities|grasslands|landuse|woodland encroachment,10.1016/j.biocon.2017.02.028,BIOLOGICAL CONSERVATION,WOS:000404308600036,"Land cover dynamics influence distribution of breeding birds in the Great Plains, USA",2017,https://dx.doi.org/10.1016/j.biocon.2017.02.028
169,"Nasseri, Mohsen|Zahraie, Banafsheh|Forouhar, Leila",climate change|karkheh river basin|statistical downscaling|uncertainty analysis|water balance model,10.2166/wcc.2017.043,JOURNAL OF WATER AND CLIMATE CHANGE,WOS:000416455900007,A comparison between direct and indirect frameworks to evaluate impacts of climate change on streamflows: case study of Karkheh River basin in Iran,2017,https://dx.doi.org/10.2166/wcc.2017.043
284,"Croke, Jacky|Thompson, Chris|Fryirs, Kirstie",river restoration|passive restoration|catchment action plan|bench|genetic floodplain,10.1016/j.jenvman.2016.12.046,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000393525800002,Prioritising the placement of riparian vegetation to reduce flood risk and end-of-catchment sediment yields: Important considerations in hydrologically-variable regions,2017,https://dx.doi.org/10.1016/j.jenvman.2016.12.046
285,"Yue, Yixiang|Han, Juntao|Wang, Shifeng|Liu, Xiang",,10.1111/mice.12300,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,WOS:000409321900004,Integrated Train Timetabling and Rolling Stock Scheduling Model Based on Time-Dependent Demand for Urban Rail Transit,2017,https://dx.doi.org/10.1111/mice.12300
168,"Stockinger, Michael P.|Luecke, Andreas|Vereecken, Harry|Bogena, Heye R.",isotope hydrology|throughfall|fraction of young water|catchment hydrology,10.1016/j.jhydrol.2017.10.003,JOURNAL OF HYDROLOGY,WOS:000418107600003,Accounting for seasonal isotopic patterns of forest canopy intercepted precipitation in streamflow modeling,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.10.003
167,"Freudenberg, V.|Papanicolaou, A. N.|Abban, B.|Giannopoulos, C.|Wilson, C.|Ghaneeizad, S.|Dunn, CN|VanWeele, B",,,"WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: GROUNDWATER, SUSTAINABILITY, AND HYDRO-CLIMATE/CLIMATE CHANGE",WOS:000404787300065,Protecting Future Sustenance Amid Impending Climate Change: The Influence of Erosion on Crop Yields,2017,https://dx.doi.org/
400,"Mokhtarian, Hossein|Coatanea, Eric|Paris, Henri",dimensional analysis conceptual modeling framework|function modeling|function reasoning,10.1017/S0890060417000403,AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,WOS:000410963800006,Function modeling combined with physics-based reasoning for assessing design options and supporting innovative ideation,2017,https://dx.doi.org/10.1017/S0890060417000403
214,"Sakieh, Yousef|Salmanmahiny, Abdolrassoul|Mirkarimi, Seyed Hamed|Saeidi, Sepideh",urban growth scenarios|landscape aesthetics suitability mapping|landscape metrics|linear regression|urban planning,10.1080/10106049.2016.1178817,GEOCARTO INTERNATIONAL,WOS:000402869100003,Measuring the relationships between landscape aesthetics suitability and spatial patterns of urbanized lands: an informed modelling framework for developing urban growth scenarios,2017,https://dx.doi.org/10.1080/10106049.2016.1178817
446,"Yuan, Chengcheng|Liu, Liming|Qi, Xiaoxing|Fu, Yonghu|Ye, Jinwei",abm|environmental sustainability|farming systems|food security|southern china,10.1007/s10661-017-6019-y,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000404652900019,Assessing the impacts of the changes in farming systems on food security and environmental sustainability of a Chinese rural region under different policy scenarios: an agent-based model,2017,https://dx.doi.org/10.1007/s10661-017-6019-y
412,"Matous, Karel|Geers, Marc G. D.|Kouznetsova, Varvara G.|Gillman, Andrew",predictive science|image-based multiscale modeling|computational homogenization|high performance computing|co-designed simulations and experiments|verification and validation|model reduction|big data,10.1016/j.jcp.2016.10.070,JOURNAL OF COMPUTATIONAL PHYSICS,WOS:000394408900012,A review of predictive nonlinear theories for multiscale modeling of heterogeneous materials,2017,https://dx.doi.org/10.1016/j.jcp.2016.10.070
25,"Haghnegahdar, Amin|Razavi, Saman|Yassin, Fuad|Wheater, Howard",class|hydrological modelling|land surface modelling|mesh|model calibration|model diagnostics|sensitivity analysis|uncertainty analysis|vars,10.1002/hyp.11358,HYDROLOGICAL PROCESSES,WOS:000418406900001,Multicriteria sensitivity analysis as a diagnostic tool for understanding model behaviour and characterizing model uncertainty,2017,https://dx.doi.org/10.1002/hyp.11358
43,"Dezecache, Camille|Faure, Emmanuel|Gond, Valery|Salles, Jean-Michel|Vieilledent, Ghislain|Herault, Bruno",deforestation|gold-mining|leakages|modelling|redd|remote sensing,10.1088/1748-9326/aa6082,ENVIRONMENTAL RESEARCH LETTERS,WOS:000396118800001,Gold-rush in a forested El Dorado: deforestation leakages and the need for regional cooperation,2017,https://dx.doi.org/10.1088/1748-9326/aa6082
413,"Allain, Sandrine|Plumecocq, Gaeel|Leenhardt, Delphine",landscape management|integrated assessment|spatialization|participation|social-ecological system,10.1016/j.ecolecon.2017.02.011,ECOLOGICAL ECONOMICS,WOS:000397693100026,How Do Multi-criteria Assessments Address Landscape-level Problems? A Review of Studies and Practices,2017,https://dx.doi.org/10.1016/j.ecolecon.2017.02.011
12,"Mackin, Francis|Flynn, Raymond|Barr, Alan|Fernandez-Valverde, Fernando",peatlands|priority habitat|conservation plans|ecohydrology|active raised bog|gis modelling|habitats directive|restoration,10.1016/j.ecoleng.2017.04.067,ECOLOGICAL ENGINEERING,WOS:000405512600025,Use of geographical information system-based hydrological modelling for development of a raised bog conservation and restoration programme,2017,https://dx.doi.org/10.1016/j.ecoleng.2017.04.067
44,"Komi, Kossi|Neal, Jeffrey|Triggs, Mark A.|Diekkrueger, Bernd",hydrological modelling|flood inundation modelling|lisflood|lisflood-fp,10.1016/j.ejrh.2017.03.001,JOURNAL OF HYDROLOGY-REGIONAL STUDIES,WOS:000435635000009,"Modelling of flood hazard extent in data sparse areas: a case study of the Oti River basin, West Africa",2017,https://dx.doi.org/10.1016/j.ejrh.2017.03.001
10,"Zope, P. E.|Eldho, T. I.|Jothiprakash, V.",land use-land cover change impacts|hydrological modeling|flood plain and hazard maps|detention basin,10.1007/s11069-017-2816-4,NATURAL HAZARDS,WOS:000403040000001,"Hydrological impacts of land use-land cover change and detention basins on urban flood hazard: a case study of Poisar River basin, Mumbai, India",2017,https://dx.doi.org/10.1007/s11069-017-2816-4
480,"Farr, Cooper M.|Pejchar, Liba|Reed, Sarah E.",biodiversity|cluster development|community composition|conservation subdivision|habitat use|occupancy|private lands conservation|protected area|residential development|species richness,10.1002/eap.1517,ECOLOGICAL APPLICATIONS,WOS:000402566600017,Subdivision design and stewardship affect bird and mammal use of conservation developments,2017,https://dx.doi.org/10.1002/eap.1517
421,"Springmann, Marco|Mason-D'Croz, Daniel|Robinson, Sherman|Wiebe, Keith|Godfray, H. Charles J.|Rayner, Mike|Scarborough, Peter",,10.1038/NCLIMATE3155,NATURE CLIMATE CHANGE,WOS:000396346700018,Mitigation potential and global health impacts from emissions pricing of food commodities,2017,https://dx.doi.org/10.1038/NCLIMATE3155
460,"Grubert, Emily",decision support|environmental values|industrial ecology|life cycle assessment (lca)|sensitivity analysis|weighting,10.1111/jiec.12631,JOURNAL OF INDUSTRIAL ECOLOGY,WOS:000417766200008,The Need for a Preference-Based Multicriteria Prioritization Framework in Life Cycle Sustainability Assessment,2017,https://dx.doi.org/10.1111/jiec.12631
61,"Sanzana, P.|Gironas, J.|Braud, I.|Branger, F.|Rodriguez, F.|Vargas, X.|Hitschfeld, N.|Munoz, J. F.|Vicuna, S.|Mejia, A.|Jankowfsky, S.",peri-urban catchments|hydrological response units|urban hydrological elements|drainage extraction|computer-assisted mesh generation,10.1016/j.envsoft.2017.01.022,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000399868000012,A GIS-based urban and peri-urban landscape representation toolbox for hydrological distributed modeling,2017,https://dx.doi.org/10.1016/j.envsoft.2017.01.022
481,"Laura, Rouhier|Matthieu, Le Lay|Federico, Garavaglia|Nicolas, Le Moine|Frederic, Hendrickx|Celine, Monteil|Pierre, Ribstein",climatic spatial variability|parameter spatial variability|distributed hydrological modelling|spatial split-sample test,10.1016/j.jhydrol.2017.07.037,JOURNAL OF HYDROLOGY,WOS:000412612700002,Impact of mesoscale spatial variability of climatic inputs and parameters on the hydrological response,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.07.037
62,"Martin, Ryan|Boisvert, Jeff B.",geological modeling|non-stationarity|radial basis functions|partition of unity|geostatistics,10.1016/j.cageo.2017.07.003,COMPUTERS & GEOSCIENCES,WOS:000415663200001,Iterative refinement of implicit boundary models for improved geological feature reproduction,2017,https://dx.doi.org/10.1016/j.cageo.2017.07.003
31,"Peixoto, Rodrigo dos Santos|Colonna Rosman, Paulo Cesar|Vinzon, Susana Beatriz",erosion and sedimentation|environmental modeling|sediments transport|cohesive sediments,10.1590/2318-0331.0217170066,RBRH-REVISTA BRASILEIRA DE RECURSOS HIDRICOS,WOS:000424560900058,A morphodynamic model for cohesive sediments transport,2017,https://dx.doi.org/10.1590/2318-0331.0217170066
45,"Wang, Delu|Zheng, Jianping|Song, Xuefeng|Ma, Gang|Liu, Yun",industrial ecosystem|vulnerability|composite index|integrated assessment|coal mining area,10.1016/j.jclepro.2016.10.049,JOURNAL OF CLEANER PRODUCTION,WOS:000395726300051,Assessing industrial ecosystem vulnerability in the coal mining area under economic fluctuations,2017,https://dx.doi.org/10.1016/j.jclepro.2016.10.049
437,"Mugunthan, Pradeep|Russell, Kevin T.|Gong, Binglei|Riley, Michael J.|Chin, Arthur|McDonald, Blair G.|Eastcott, Linda J.",,10.1111/gwat.12475,GROUNDWATER,WOS:000404746300005,A Coupled Groundwater-Surface Water Modeling Framework for Simulating Transition Zone Processes,2017,https://dx.doi.org/10.1111/gwat.12475
456,"Sprenger, Matthias|Tetzlaff, Doerthe|Tunaley, Claire|Dick, Jonathan|Soulsby, Chris",catchment|wetlands|evapotranspiration|overland flow|stable isotope geochemistry,10.1002/2016WR019258,WATER RESOURCES RESEARCH,WOS:000394911200050,Evaporation fractionation in a peatland drainage network affects stream water isotope composition,2017,https://dx.doi.org/10.1002/2016WR019258
47,"Seiller, G.|Anctil, F.|Roy, R.",hydrological modeling|multimodel ensemble|modular approach|empirical multistructure framework|overproduce and select,10.1016/j.jhydrol.2017.07.002,JOURNAL OF HYDROLOGY,WOS:000411541800025,"Design and experimentation of an empirical multistructure framework for accurate, sharp and reliable hydrological ensembles",2017,https://dx.doi.org/10.1016/j.jhydrol.2017.07.002
461,"Piemonti, Adriana Debora|Babbar-Sebens, Meghna|Mukhopadhyay, Snehasis|Kleinberg, Austin",interactive genetic algorithm|optimization|watershed|human-computer interaction|conservation planning,10.1002/2016WR019987,WATER RESOURCES RESEARCH,WOS:000403712100046,Interactive genetic algorithm for user-centered design of distributed conservation practices in a watershed: An examination of user preferences in objective space and user behavior,2017,https://dx.doi.org/10.1002/2016WR019987
422,"Malesios, C.|Kostoulas, P.|Dadousis, K.|Demiris, N.",sheep pox outbreak|spatio-temporal epidemic model|evros prefecture|greece|early warning system (ews),10.1007/s00477-016-1316-5,STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,WOS:000395197800004,An early warning indicator for monitoring infectious animal diseases and its application in the case of a sheep pox epidemic,2017,https://dx.doi.org/10.1007/s00477-016-1316-5
24,"Sutley, Elaina J.|van de Lindt, John W.|Peek, Lori",community resilience|socioeconomic model|social vulnerability|recovery time|seismic retrofit|woodframe buildings,10.1061/(ASCE)NH.1527-6996.0000239,NATURAL HAZARDS REVIEW,WOS:000400522200006,Community-Level Framework for Seismic Resilience. I: Coupling Socioeconomic Characteristics and Engineering Building Systems,2017,https://dx.doi.org/10.1061/(ASCE)NH.1527-6996.0000239
53,"Wang, Yangyang|Atallah, Shady|Shao, Guofan",spatial analysis of ecosystem services|private forest conservation|ecosystem accounting|nutrient retention service|invest nutrient retention model|conservation return on investment,10.1016/j.ecoser.2017.06.004,ECOSYSTEM SERVICES,WOS:000414208000006,"Spatially explicit return on investment to private forest conservation for water purification in Indiana, USA",2017,https://dx.doi.org/10.1016/j.ecoser.2017.06.004
417,"Uwizeye, Aimable|Gerber, Pierre J.|Groen, Evelyne A.|Dolman, Mark A.|Schulte, Rogier P. O.|de Boer, Imke J. M.",global sensitivity analysis|global datasets|environmental modelling|decision-making,10.1016/j.envsoft.2017.06.041,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000408356600005,Selective improvement of global datasets for the computation of locally relevant environmental indicators: A method based on global sensitivity analysis,2017,https://dx.doi.org/10.1016/j.envsoft.2017.06.041
15,"Bussemaker, Madeleine J.|Day, Kenneth|Drage, Geoffrey|Cecelja, Franjo",lignocellulose|biorefining|ultrasound|supply chain optimisation|techno-economic assessment|value chain,10.1007/s12649-017-0043-6,WASTE AND BIOMASS VALORIZATION,WOS:000411975600002,Supply Chain Optimisation for an Ultrasound-Organosolv Lignocellulosic Biorefinery: Impact of Technology Choices,2017,https://dx.doi.org/10.1007/s12649-017-0043-6
467,"Singh, Shailesh Kumar|Ibbitt, Richard|Srinivasan, M. S.|Shankar, Ude",topnet|model structure|experimental catchment|spatial-temporal dynamics|catchment process,10.1016/j.jhydrol.2017.04.049,JOURNAL OF HYDROLOGY,WOS:000404816000001,Inter-comparison of experimental catchment data and hydrological modelling,2017,https://dx.doi.org/10.1016/j.jhydrol.2017.04.049
474,"Lorenz, Malte|Zeunert, Stephanie|Hong Quan Nguyen, |Meon, Guenter",eco-hydrology|water quality|model|vietnam|climate change,"10.5675/HyWa_2017,6_4",HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,WOS:000416850700005,Eco-hydrological modeling of a tropical catchment exposed to anthropogenic pressure and climate impact,2017,"https://dx.doi.org/10.5675/HyWa_2017,6_4"
16,"Singer, Alison|Gray, Steven|Sadler, Artina|Olabisi, Laura Schmitt|Metta, Kyle|Wallace, Renee|Lopez, Maria Claudia|Introne, Josh|Gorman, Maddie|Henderson, Jane",disaster|fuzzy cognitive mapping|narrative scenarios,10.1016/j.envsoft.2017.07.010,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000413483900004,Translating community narratives into semi-quantitative models to understand the dynamics of socio-environmental crises,2017,https://dx.doi.org/10.1016/j.envsoft.2017.07.010
416,"West, Dustin W.|Kubatko, Ethan J.|Conroy, Colton J.|Yaufman, Mariah|Wood, Dylan",overland flow|open-channel flow|discontinuous galerkin|finite element|mesh generation,10.1016/j.advwatres.2017.02.008,ADVANCES IN WATER RESOURCES,WOS:000401379400011,A multidimensional discontinuous Galerkin modeling framework for overland flow and channel routing,2017,https://dx.doi.org/10.1016/j.advwatres.2017.02.008
41,"Petrone, Floriana|Wong, Jenna|McCallen, David|McKenna, Frank|Lin, KY|ElGohary, N|Tang, P",ssi|nonlinear seismic analysis|structural elements implementation|verification and validation methodology,,"COMPUTING IN CIVIL ENGINEERING 2017: SENSING, SIMULATION, AND VISUALIZATION",WOS:000426798700039,Implementation Verification and Validation of 3D Structural Elements in a Numerical Tool for Nonlinear SSI Seismic Analysis,2017,https://dx.doi.org/
462,"Shen, Yang|Siu, Tak Kuen",consumption-portfolio optimization|hidden markov chain|model uncertainty|innovations approach|filtering|stochastic maximum principle,10.3934/jimo.2016002,JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,WOS:000390104600002,CONSUMPTION-PORTFOLIO OPTIMIZATION AND FILTERING IN A HIDDEN MARKOV-MODULATED ASSET PRICE MODEL,2017,https://dx.doi.org/10.3934/jimo.2016002
433,"Valkering, Pieter|Yucel, Gonenc|Gebetsroither-Geringer, Ernst|Markvica, Karin|Meynaerts, Erika|Frantzeskaki, Niki",acceleration|sustainability transitions|transition initiatives|transition governance|qualitative modeling|causal loop diagrams,10.3390/su9071254,SUSTAINABILITY,WOS:000406709500181,Accelerating Transition Dynamics in City Regions: A Qualitative Modeling Perspective,2017,https://dx.doi.org/10.3390/su9071254
463,"Thompson, Roy",abatement costs|climate sensitivity|damage function|discount rate|energy balance model|integrated assessment model|pigouvian tax,10.1177/2053019616676607,ANTHROPOCENE REVIEW,WOS:000447103500007,Whither climate change post-Paris?,2017,https://dx.doi.org/10.1177/2053019616676607
38,"Gupta, Vijay|Grossmann, Ignacio E.",oil and gas exploration|production sharing agreements|ringfencing|multistage stochastic programming|endogenous uncertainties|lagrangian decomposition,10.1007/s11081-016-9331-4,OPTIMIZATION AND ENGINEERING,WOS:000395034300002,Offshore oilfield development planning under uncertainty and fiscal considerations,2017,https://dx.doi.org/10.1007/s11081-016-9331-4
414,"David Tabara, J.|St Clair, Asun Lera|Hermansen, Erlend A. T.",high-end climate change (hecc)|ipcc ar5|knowledge communication and production|spain|norms|climate responsibilities,10.1016/j.envsci.2017.01.004,ENVIRONMENTAL SCIENCE & POLICY,WOS:000396957400004,Transforming communication and knowledge production processes to address high-end climate change,2017,https://dx.doi.org/10.1016/j.envsci.2017.01.004
475,"Craciun, Daniela|Deschaud, Jean-Emmanuel|Goulette, Francois",surface reconstruction|lidar|driving simulator engines|road network|mobile laser systems,10.1177/0037549716683022,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,WOS:000400108700004,Automatic Ground Surface Reconstruction from mobile laser systems for driving simulation engines,2017,https://dx.doi.org/10.1177/0037549716683022
42,"Farahmandfar, Zeinab|Piratla, Kalyan R.",decision-making tools|seismic resilience|water pipeline rehabilitation,10.2166/aqua.2017.066,JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,WOS:000417838900007,Resilience-based water main rehabilitation planning in a multi-hazard context,2017,https://dx.doi.org/10.2166/aqua.2017.066
432,"Paggi, M.|Reinoso, J.",crack penetration or deflection at an interface|bi-material systems|phase field approach to fracture|cohesive interface|finite element method,10.1016/j.cma.2017.04.004,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,WOS:000402461100008,Revisiting the problem of a crack impinging on an interface: A modeling framework for the interaction between the phase field approach for brittle fracture and the interface cohesive zone model,2017,https://dx.doi.org/10.1016/j.cma.2017.04.004
468,"Mander, Sarah|Anderson, Kevin|Larkin, Alice|Gough, Clair|Vaughan, Naomi|Dixon, T|Laloui, L|Twinning, S",bio energy with carbon capture and storage|carbon budgets|iams,10.1016/j.egypro.2017.03.1739,"13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13",WOS:000419147306028,The role of bio-energy with carbon capture and storage in meeting the climate mitigation challenge: A whole system perspective,2017,https://dx.doi.org/10.1016/j.egypro.2017.03.1739
411,"Cordeiro, Marcos R. C.|Wilson, Henry F.|Vanrobaeys, Jason|Pomeroy, John W.|Fang, Xing",,10.5194/hess-21-3483-2017,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000405469700003,"Simulating cold-region hydrology in an intensively drained agricultural watershed in Manitoba, Canada, using the Cold Regions Hydrological Model",2017,https://dx.doi.org/10.5194/hess-21-3483-2017
54,"Zhang, Fan|Kanik, Jingjing|Mansi, Tommaso|Voigt, Ingmar|Sharma, Puneet|Ionasec, Razvan Ioan|Subrahmanyan, Lakshman|Lin, Ben A.|Sugeng, Lissa|Yuh, David|Comaniciu, Dorin|Duncan, James",mitral valve|patient-specific model|transesophageal echocardiography|finite element biomechanical model|mitral valve closure simulation,10.1016/j.media.2016.09.006,MEDICAL IMAGE ANALYSIS,WOS:000388248300043,Towards patient-specific modeling of mitral valve repair: 3D transesophageal echocardiography-derived parameter estimation,2017,https://dx.doi.org/10.1016/j.media.2016.09.006
4,"Hassaballah, Khalid|Mohamed, Yasir|Uhlenbrook, Stefan|Biro, Khalid",,10.5194/hess-21-5217-2017,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000413091700003,Analysis of streamflow response to land use and land cover changes using satellite data and hydrological modelling: case study of Dinder and Rahad tributaries of the Blue Nile (Ethiopia-Sudan),2017,https://dx.doi.org/10.5194/hess-21-5217-2017
405,"Musinguzi, Laban|Natugonza, Vianny|Ogutu-Ohwayo, Richard",ecosystem-based fishery management|ecosystem modeling|africa|great lakes|inland lakes,10.1016/j.jglr.2016.11.007,JOURNAL OF GREAT LAKES RESEARCH,WOS:000393255300001,Paradigm shifts required to promote ecosystem modeling for ecosystem-based fishery management for African inland lakes,2017,https://dx.doi.org/10.1016/j.jglr.2016.11.007
5,"Mahony, Colin R.|Cannon, Alex J.|Wang, Tongli|Aitken, Sally N.",bioclimate|climate change|climate envelope|mahalanobis distance|model extrapolation|no-analog|novel climates|species distribution modeling,10.1111/gcb.13645,GLOBAL CHANGE BIOLOGY,WOS:000406812100041,A closer look at novel climates: new methods and insights at continental to landscape scales,2017,https://dx.doi.org/10.1111/gcb.13645
443,"De Girolamo, Anna Maria|Barca, Emanuele|Pappagallo, Giuseppe|Lo Porto, Antonio",temporary stream|hydrological modeling|low flow simulation|hydrological indicators,10.1016/j.agwat.2016.05.034,AGRICULTURAL WATER MANAGEMENT,WOS:000390743500002,Simulating ecologically relevant hydrological indicators in a temporary river system,2017,https://dx.doi.org/10.1016/j.agwat.2016.05.034
425,"Hou, Yong|Velthof, Gerard L.|Lesschen, Jan Peter|Staritsky, Igor G.|Oenema, Oene",,10.1021/acs.est.6b04524,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000391346900041,"Nutrient Recovery and Emissions of Ammonia, Nitrous Oxide, and Methane from Animal Manure in Europe: Effects of Manure Treatment Technologies",2017,https://dx.doi.org/10.1021/acs.est.6b04524
7,"Li, Ming|Harring, Jeffrey R.",latent growth modeling|growth mixture modeling|latent class analysis|covariate effect,10.1177/0013164416653789,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,WOS:000415353600003,Investigating Approaches to Estimating Covariate Effects in Growth Mixture Modeling: A Simulation Study,2017,https://dx.doi.org/10.1177/0013164416653789
