# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-04 16:02:46
item,AU,DE,SO,id,title,year
165,"Clarke, Neville|Bizimana, Jean-Claude|Dile, Yihun|Worqlul, Abeyou|Osorio, Javier|Herbst, Brian|Richardson, James W.|Srinivasan, Raghavan|Gerik, Thomas J.|Williams, Jimmy|Jones, Charles A.|Jeong, Jaehak",idss|swat|apex|farmsim|small-scale water management interventions|environmental sustainability,AGRICULTURAL WATER MANAGEMENT,WOS:000390743500008,Evaluation of new farming technologies in Ethiopia using the Integrated Decision Support System (IDSS),2017
166,"Farjad, Babak|Pooyandeh, Majeed|Gupta, Anil|Motamedi, Mohammad|Marceau, Danielle",river basin management|integrated modelling system|land-use change|climate change|watershed modelling|hydrological modelling|socio-hydrology,SUSTAINABILITY,WOS:000416793400102,"Modelling Interactions between Land Use, Climate, and Hydrology along with Stakeholders' Negotiation for Water Resources Management",2017
167,"Proctor, Abigael H.|King, Catherine K.|Holan, Jessica R.|Wotherspoon, Simon J.",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000404087400070,Integrated Modeling of Survival Data from Multiple Stressor Ecotoxicology Experiments,2017
168,"Sitzenfrei, R.|Rauch, W.",coupled model|hydraulic modelling|integrated modelling|low flow conditions|water reduction,WATER SCIENCE AND TECHNOLOGY,WOS:000346388700013,Integrated hydraulic modelling of water supply and urban drainage networks for assessment of decentralized options,2014
169,"Cheng, Su-Ting|Wiley, Michael J.",stream/water temperature modeling|integrated modeling|energy/heat balance|climate change|hydrology|muskegon river,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000378954000021,A Reduced Parameter Stream Temperature Model (RPSTM) for basin-wide simulations,2016
170,"Yang, Huicai|Wang, Guoqiang|Jiang, Hong|Fang, Huaiyang|Ishidaira, Hiroshi",soil erosion|land use|rainfall|simulation|sediment transport|soil erosion|land-use change|rainfall simulation|yamanashi hydrological model,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000354547700003,Integrated Modeling Approach to the Response of Soil Erosion and Sediment Export to Land-Use Change at the Basin Scale,2015
171,"Hadjimichael, Antonia|Morera, Serni|Benedetti, Lorenzo|Flameling, Tony|Corominas, Lluis|Weijers, Stefan|Comas, Joaquim",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000389557100004,"Assessing Urban Wastewater System Upgrades Using Integrated Modeling, Life Cycle Analysis, and Shadow Pricing",2016
172,"Lee, Ju Yeon|Kang, Hyoung Seok|Noh, Sang Do",sustainable manufacturing|manufacturing sustainability|sustainability indicator|life cycle evaluation|modeling|simulation,JOURNAL OF CLEANER PRODUCTION,WOS:000332356300018,MAS(2): an integrated modeling and simulation-based life cycle evaluation approach for sustainable manufacturing,2014
173,"Pulido-Velazquez, M.|Pena-Haro, S.|Garcia-Prats, A.|Mocholi-Almudever, A. F.|Henriquez-Dole, L.|Macian-Sorribes, H.|Lopez-Nicolas, A.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000353877000006,Integrated assessment of the impact of climate and land use changes on groundwater quantity and quality in the Mancha Oriental system (Spain),2015
174,"Hilty, Lorenz M.|Aebischer, Bernard|Rizzoli, Andrea E.",,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000337555500001,Modeling and evaluating the sustainability of smart solutions,2014
175,"Urich, Christian|Rauch, Wolfgang",deep uncertainties|integrated modelling|robust decision making|urban drainage|strategic planning|urban water management,WATER RESEARCH,WOS:000344823500034,Exploring critical pathways for urban water management to identify robust strategies under deep uncertainties,2014
176,"Zhang, Xiaodong|Vesselinov, Velimir V.",water-energy-food nexus|socioeconomic demands|environmental impacts|modeling|optimal management|ghg emission control,ADVANCES IN WATER RESOURCES,WOS:000395853600001,"Integrated modeling approach for optimal management of water, energy and food security nexus",2017
177,"Rossetto, Rudy|De Filippis, Giovanna|Borsi, Iacopo|Foglia, Laura|Cannata, Massimiliano|Criollo, Rotman|Vasquez-Sune, Enric",freewat|gis|open source|participatory approach|groundwater management,ACQUE SOTTERRANEE-ITALIAN JOURNAL OF GROUNDWATER,WOS:000424994700002,Spatial analysis and simulation tools for groundwater management: the FREEWAT platform,2017
178,"Behzadian, K.|Kapelan, Z.|Venkatesh, G.|Brattebo, H.|Saegrov, S.|Rozos, E.|Makropoulos, C.|Ugarelli, R.|Milina, J.|Hem, L.|Brunone, B|Giustolisi, O|Ferrante, M|Laucelli, D|Meniconi, S|Berardi, L|Campisano, A",urban water system|simulation|watermet(2)|performance|criteria|strategy|mcda,"12TH INTERNATIONAL CONFERENCE ON COMPUTING AND CONTROL FOR THE WATER INDUSTRY, CCWI2013",WOS:000341500600014,Urban water system metabolism assessment using WaterMet(2) model,2014
179,"Wu, Xin|Zheng, Yi|Wu, Bin|Tian, Yong|Han, Feng|Zheng, Chunmiao",irrigation|water diversion|integrated surface water-groundwater modeling|surrogate modeling|optimization|heihe river basin,AGRICULTURAL WATER MANAGEMENT,WOS:000365376400036,Optimizing conjunctive use of surface water and groundwater for irrigation to address human-nature water conflicts: A surrogate modeling approach,2016
180,"Zhou, Y.|Li, Y. P.|Huang, G. H.",air pollution control|fuzzy programming|management|municipal energy system|policy analysis|uncertainty,JOURNAL OF CLEANER PRODUCTION,WOS:000337860300015,"Integrated modeling approach for sustainable municipal energy system planning and management - A case study of Shenzhen, China",2014
181,"Vogl, Adrian L.|Bryant, Benjamin P.|Hunink, Johannes E.|Wolny, Stacie|Apse, Colin|Droogers, Peter",water fund|integrated modelling|valuation|swat|rios|sustainable land management,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000401689300010,"Valuing investments in sustainable land management in the Upper Tana River basin, Kenya",2017
182,"Peters-Lidard, Christa D.|Kemp, Eric M.|Matsui, Toshihisa|Santanello, Joseph A.|Kumar, Sujay V.|Jacob, Jossy P.|Clune, Thomas|Tao, Wei-Kuo|Chin, Mian|Hou, Arthur|Case, Jonathan L.|Kim, Dongchul|Kim, Kyu-Myong|Lau, William|Liu, Yuqiong|Shi, Jainn|Starr, David|Tan, Qian|Tao, Zhining|Zaitchik, Benjamin F.|Zavodsky, Bradley|Zhang, Sara Q.|Zupanski, Milija",earth system modeling|aerosols|clouds|precipitation|land surface modeling|satellites|high performance computing|frameworks|interoperability|earth system studies,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000351978500013,"Integrated modeling of aerosol, cloud, precipitation and land processes at satellite-resolved scales",2015
183,"Hamilton, Serena H.|ElSawah, Sondoss|Guillaume, Joseph H. A.|Jakeman, Anthony J.|Pierce, Suzanne A.",integration|integrated assessment|dimensions|integrated models|environmental modelling|integrated modeling,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000349429800018,Integrated assessment and modelling: Overview and synthesis of salient dimensions,2015
184,"Deenapanray, Prakash N. K.|Bassi, Andrea M.",system dynamics modeling|integrated policy planning|sustainable development|mauritius strategy|sids,NATURAL RESOURCES FORUM,WOS:000331463100006,The experience of ISLANDS in deploying system dynamics modeling as an integrated policy tool,2014
185,"Alam, Md Jahangir|Korn, Alistair|Hardy, Matthew|Weber, T|McPhee, MJ|Anderssen, RS",environmental flow|water sharing|river operation|source ims|murray-darling basin,21ST INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2015),WOS:000410535400364,"Investigating environmental watering options using Source IMS: a case study - the River Murray, Australia",2015
186,"Hong, Yi|Bonhomme, Celine|Chebbo, Ghassan",urban stormwater modelling|urban water quality|2d|1d modelling|physically-based model|spatially distributed model|trex model|canoe model|integrated modelling,WATER,WOS:000392480200059,"Development and Assessment of the Physically-Based 2D/1D Model ""TRENOE"" for Urban Stormwater Quantity and Quality Modelling",2016
187,"Shrestha, Narayan Kumar|Leta, Olkeba Tolessa|De Fraine, Bruno|Garcia-Armisen, Tamara|Ouattara, Nouho Koffi|Servais, Pierre|van Griensven, Ann|Bauwens, Willy",e. coli|integrated modelling|openmi|river zenne|wfd,JOURNAL OF HYDROINFORMATICS,WOS:000333684400009,Modelling Escherichia coli dynamics in the river Zenne (Belgium) using an OpenMI based integrated model,2014
188,"Estes, Maurice G.|Al-Hamdan, Mohammad Z.|Ellis, Jean T.|Judd, Chaeli|Woodruff, Dana|Thom, Ronald M.|Quattrochi, Dale|Watson, Brian|Rodriguez, Hugo|Johnson, Hoyt|Herder, Tom",land use|hydrologic|aquatic|ecosystem|modeling|mobile bay|gulf of mexico,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000352789900015,A MODELING SYSTEM TO ASSESS LAND COVER LAND USE CHANGE EFFECTS ON SAV HABITAT IN THE MOBILE BAY ESTUARY,2015
189,"Ahn, So Ra|Jeong, Jae Hak|Kim, Seong Joon",swat|modsim|climate change|agricultural water supply capacity|water balance analysis|irrigation facilities,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000386425400008,"Assessing drought threats to agricultural water supplies under climate change by combining the SWAT and MODSIM models for the Geum River basin, South Korea",2016
190,"Mitter, Hermine|Schmid, Erwin|Sinabell, Franz",climate change impact|adaptation|soybean|epic|common agricultural policy|land use,CLIMATE RESEARCH,WOS:000369420900014,Integrated modelling of protein crop production responses to climate change and agricultural policy scenarios in Austria,2015
191,"Karim, Fazlul|Dutta, Dushmanta|Marvanek, Steve|Petheram, Cuan|Ticehurst, Catherine|Lerata, Julien|Kim, Shaun|Yang, Ang",connectivity|floods|hydrodynamic modelling|mike 21|modis|ecology,JOURNAL OF HYDROLOGY,WOS:000350920200007,Assessing the impacts of climate change and dams on floodplain inundation and wetland connectivity in the wet-dry tropics of northern Australia,2015
192,"Niu, Guo-Yue|Paniconi, Claudio|Troch, Peter A.|Scott, Russell L.|Durcik, Matej|Zeng, Xubin|Huxman, Travis|Goodrich, David C.",coupling|physically-based hydrological model|land surface model|ecohydrological model|snowmelt runoff,ECOHYDROLOGY,WOS:000334671600021,An integrated modelling framework of catchment- scale ecohydrological processes: 1. Model description and tests over an energy- limited watershed,2014
193,"Maurer, Thomas|Gerke, Horst H.",,VADOSE ZONE JOURNAL,WOS:000391142300001,Processes and Modeling of Initial Soil and Landscape Development: A Review,2016
194,"Condon, Laura E.|Maxwell, Reed M.",water management|integrated modeling|scaling|temporal dynamics,ENVIRONMENTAL RESEARCH LETTERS,WOS:000334068000012,Groundwater-fed irrigation impacts spatially distributed temporal scaling behavior of the natural system: a spatio-temporal framework for understanding water management impacts,2014
195,"Strehmel, Alexander|Schoenbrodt-Stitt, Sarah|Buzzo, Giovanni|Dumperth, Christian|Stumpf, Felix|Zimmermann, Karsten|Bieger, Katrin|Behrens, Thorsten|Schmidt, Karsten|Bi, Renneng|Rohn, Joachim|Hill, Joachim|Udelhoven, Thomas|Xiang, Wei|Shi, Xuezheng|Cai, Qinghua|Jiang, Tong|Fohrer, Nicola|Scholten, Thomas",three gorges reservoir region|land-use change|soil erosion|landslides|diffuse matter inputs|integrated modeling,ENVIRONMENTAL EARTH SCIENCES,WOS:000360537700027,Assessment of geo-hazards in a rapidly changing landscape: the three Gorges Reservoir Region in China,2015
196,"Dias, Daniela|Tchepel, Oxana|Antunes, Antonio Pais",low emission zones|traffic-related air pollution|transportation modelling|emissions modelling|air quality modelling|impact evaluation,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000376805300029,Integrated modelling approach for the evaluation of low emission zones,2016
197,"Positano, Pio|Nannucci, Marco",follonica|scarlino|numerical modeling|participatory approach|swot analysis,ACQUE SOTTERRANEE-ITALIAN JOURNAL OF GROUNDWATER,WOS:000424994700004,The H2020 FREEWAT participated approach for the Follonica-Scarlino aquifer case study. A common space to generate shared knowledge on the value of water,2017
198,"Hong, Yi|Bonhomme, Celine|Van den Bout, Bastian|Jetten, Victor|Chebbo, Ghassan",integrated modelling|traffic-related pollutants|spatially-distributed modelling|openlisem|swmm|urban stormwater,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000408356600014,"Integrating atmospheric deposition, soil erosion and sewer transport models to assess the transfer of traffic-related pollutants in urban areas",2017
199,"Yue, Peng|Zhang, Mingda|Tan, Zhenyu",geoprocessing workflow|geospatial services|integrated modelling|event|openmi|gis,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000356548800011,A geoprocessing workflow system for environmental monitoring and integrated modelling,2015
200,"Schandl, Heinz|Hatfield-Dodds, Steve|Wiedmann, Thomas|Geschke, Arne|Cai, Yiyong|West, James|Newth, David|Baynes, Tim|Lenzen, Manfred|Owen, Anne",decoupling|economic development|material and energy use|carbon emissions|footprint|integrated modelling,JOURNAL OF CLEANER PRODUCTION,WOS:000380624400004,"Decoupling global environmental pressure and economic growth: scenarios for energy use, materials use and carbon emissions",2016
201,"Abdul-Wahab, Sabah A.|Al-Rawas, Ghazi A.|Ali, Sappurd|Al-Dhamri, Hilal",carbon dioxide|cement plant|calpuff|wrf|emission factors,ENVIRONMENTAL FORENSICS,WOS:000386681600006,Assessment of greenhouse CO2 emissions associated with the cement manufacturing process,2016
202,"Santoro, Mattia|Nativi, Stefano|Mazzetti, Paolo",business process|brokering|interoperability|geoss|model web,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000385595200002,Contributing to the GEO Model Web implementation: A brokering service for business processes,2016
203,"Jiang, Peishi|Elag, Mostafa|Kumar, Praveen|Peckham, Scott Dale|Marini, Luigi|Rui, Liu",integrated modeling|service-oriented architecture|the basic model interface|emeli-web,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000401110400008,A service-oriented architecture for coupling web service models using the Basic Model Interface (BMI),2017
204,"Chong, Natalie|Bach, Peter M.|Moilleron, Regis|Bonhomme, Celine|Deroubaix, Jose-Frederic",boundary organisation|environmental decision-making|integrated modelling|knowledge brokering|model usability|strategic planning,WATER,WOS:000419225500075,Use and Utility: Exploring the Diversity and Design of Water Models at the Science-Policy Interface,2017
205,"Lai, Y. C.|Chien, C. C.|Yang, Z. H.|Surampalli, Rao Y.|Kao, C. M.",ammonia|electric conductivity (ec)|river water quality|suspended solid (ss)|water quality index (wqi5),WATER ENVIRONMENT RESEARCH,WOS:000397300200007,Developing an Integrated Modeling Tool for River Water Quality Index Assessment,2017
206,"Eum, Hyung-Il|Dibike, Yonas|Prowse, Terry",land-cover|climate change|hydrologic regime|muskeg river basin|vic model,JOURNAL OF HYDROLOGY-REGIONAL STUDIES,WOS:000407358500014,"Comparative evaluation of the effects of climate and land-cover changes on hydrologic responses of the Muskeg River, Alberta, Canada",2016
207,"van Daal-Rombouts, Petra|Sun, Siao|Langeveld, Jeroen|Bertrand-Krajewski, Jean-Luc|Clemens, Francois",calibration|conceptual models|full hydrodynamic models|integrated modelling|monitoring|urban drainage systems,JOURNAL OF HYDROLOGY,WOS:000378360600049,Design and performance evaluation of a simplified dynamic model for combined sewer overflows in pumped sewer systems,2016
208,"Ha Ngoc Hien, |Bui Huy Hoang, |Tran Thi Huong, |Tran Thanh Than, |Pham Thi Thu Ha, |Ta Dang Toan, |Nguyen Minh Son, ",water quality modeling|climate change scenarios|integrated modeling system|runoff|pollution transport,ENVIRONMENTAL MODELING & ASSESSMENT,WOS:000371612600008,"Study of the Climate Change Impacts on Water Quality in the Upstream Portion of the Cau River Basin, Vietnam",2016
209,"Abdul-Wahab, S. A.|Al-Hajri, A.|Yetilmezsoy, K.",calpuff|dispersion|landfill|modeling|non-methane organic compounds,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,WOS:000372199500011,Impact of the ambient air quality due to the dispersion of non-methane organic compounds from Barka Landfill,2016
210,"Hao, Lu|Sun, Ge|Liu, Yongqiang|Qian, Hong",climate change|hydrological modeling|water demand and supply|integrated water management,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000356814300006,"Integrated Modeling of Water Supply and Demand under Management Options and Climate Change Scenarios in Chifeng City, China",2015
211,"Milano, Marianne|Reynard, Emmanuel|Koplin, Nina|Weingartner, Rolf",climate scenarios|anthropogenic changes|water stress|regional overview|mountain environment|western switzerland,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000361189800002,Climatic and anthropogenic changes in Western Switzerland: Impacts on water stress,2015
212,"Han, Jing-Cheng|Huang, Guohe|Huang, Yuefei|Zhang, Hua|Li, Zhong|Chen, Qiuwen",rainfall intensity|surface runoff|scale|modeling efficiency|uncertainty|three gorges reservoir,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000355010400002,Chance-constrained overland flow modeling for improving conceptual distributed hydrologic simulations based on scaling representation of sub-daily rainfall variability,2015
213,"Parkinson, Simon C.|Djilali, Ned|Krey, Volker|Fricko, Oliver|Johnson, Nils|Khan, Zarrar|Sedraoui, Khaled|Almasoud, Abdulrahman H.",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000370454200004,Impacts of Groundwater Constraints on Saudi Arabia's Low-Carbon Electricity Supply Strategy,2016
214,"Summers, David M.|Bryan, Brett A.|Meyer, Wayne S.|Lyle, Greg|Wells, Sam|McLean, Josie|Moon, Travis|van Gaans, Greg|Siebentritt, Mark",community-based natural resource management (nrm)|decision support system|ecosystem services|regional analysis|scenario|integrated assessment,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000347362900017,Simple models for managing complex social-ecological systems: The Landscape Futures Analysis Tool (LFAT),2015
215,"Fallah-Shorshani, Masoud|Shekarrizfard, Maryam|Hatzopoulou, Marianne",dispersion modelling|street canyon|gaussian model|hybrid model|sirane|calpuff|traffic emissions,ATMOSPHERIC ENVIRONMENT,WOS:000395354400003,Integrating a street-canyon model with a regional Gaussian dispersion model for improved characterisation of near-road air pollution,2017
216,"Gamvroudis, C.|Dokou, Z.|Nikolaidis, N. P.|Karatzas, G. P.",surface-groundwater interaction|swat|ptc|climate change|river desiccation|hydrologic drought,ENVIRONMENTAL EARTH SCIENCES,WOS:000403434600004,Impacts of surface and groundwater variability response to future climate change scenarios in a large Mediterranean watershed,2017
217,"Condon, Laura E.|Hering, Amanda S.|Maxwell, Reed M.",groundwater|integrated modeling|multi-model regression,ADVANCES IN WATER RESOURCES,WOS:000357742600009,Quantitative assessment of groundwater controls across major US river basins using a multi-model regression algorithm,2015
218,"Xu, Jianhua|Chen, Yaning|Bai, Ling|Xu, Yiwen",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000377856100009,A hybrid model to simulate the annual runoff of the Kaidu River in northwest China,2016
219,"Barthel, Roland|Seidl, Roman|Nickel, Darla|Buettner, Hannah",participatory modeling|global change|decision support|integrated modeling|regional scale|upper danube catchment|danubia|glowa-danube|water resources|water supply,REGIONAL ENVIRONMENTAL CHANGE,WOS:000381212500005,Global change impacts on the Upper Danube Catchment (Central Europe): a study of participatory modeling,2016
220,"Honti, Mark|Schuwirth, Nele|Rieckermann, Jorg|Stamm, Christian",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000396741400001,Can integrative catchment management mitigate future water quality issues caused by climate change and socio-economic development?,2017
221,"Fabre, J.|Collet, L.|Milano, M.|Ruelland, D.|Dezetter, A.|Ardoin-Bardin, S.|Servat, E.|Daniell, TM|VanLanen, HAJ|Demuth, S|Laaha, G|Servat, E|Mahe, G|Boyer, JF|Paturel, JM|Dezetter, A|Ruelland, D",integrated modelling|river ebro|river herault|water supply|water demand|water demand satisfaction,HYDROLOGY IN A CHANGING WORLD: ENVIRONMENTAL AND HUMAN DIMENSIONS,WOS:000357968600033,Assessing the long-term evolution of water supply capacity: comparison of two Mediterranean catchments,2014
222,"Ernst, Kathleen M.|Preston, Benjamin L.",climate change|energy|water|adaptation|decision-making|scale,ENVIRONMENTAL SCIENCE & POLICY,WOS:000396957400005,Adaptation opportunities and constraints in coupled systems: Evidence from the US energy-water nexus,2017
223,"Srivastava, P. K.|Singh, Raj Mohan",canal system simulation|gis|conjunctive use|groundwater management|indo-gangetic plain,AGRICULTURAL WATER MANAGEMENT,WOS:000365376400005,GIS based integrated modelling framework for agricultural canal system simulation and management in Indo-Gangetic plains of India,2016
224,"Hutchins, Michael G.|McGrane, Scott J.|Miller, James D.|Hagen-Zanker, Alex|Kjeldsen, Thomas R.|Dadson, Simon J.|Rowland, Clare S.",,WILEY INTERDISCIPLINARY REVIEWS-WATER,WOS:000394904700006,Integrated modeling in urban hydrology: reviewing the role of monitoring technology in overcoming the issue of 'big data' requirements,2017
225,"Belete, Getachew F.|Voinov, Alexey",time step|integration method|component|web service|predator-prey|sensitivity analysis,COMPUTERS & GEOSCIENCES,WOS:000374807600015,Exploring temporal and functional synchronization in integrating models: A sensitivity analysis,2016
226,"Tian, Yong|Zheng, Yi|Zheng, Chunmiao",scientific visualization|gsflow|integrated surface water-groundwater modeling|heihe river basin|water resources management,COMPUTERS & GEOSCIENCES,WOS:000366770500001,Development of a visualization tool for integrated surface water-groundwater modeling,2016
227,"Faghihirad, S.|Lin, B.|Falconer, R. A.",morphodynamics|numerical modelling|turbulent flows|regulated reservoirs|three-dimensional flow|physical modelling|laboratory studies,WATER RESOURCES MANAGEMENT,WOS:000393777100028,3D Layer-Integrated Modelling of Morphodynamic Processes Near River Regulated Structures,2017
228,"Borrelli, Pasquale|Maerker, Michael|Panagos, Panos|Schuett, Brigitta",soil erosion risk|rusle|turbidity unit index|landscape sensitivity|central italy,CATENA,WOS:000331346300005,"Modeling soil erosion and river sediment yield for an intermountain drainage basin of the Central Apennines, Italy",2014
229,"de Brauwere, Anouk|Gourgue, Olivier|de Brye, Benjamin|Servais, Pierre|Ouattara, Nouho Koffi|Deleersnijder, Eric",microbiological water quality|escherichia coli|modelling|tidal rivers|scheldt estuary|slim,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000331776000005,Integrated modelling of faecal contamination in a densely populated river-sea continuum (Scheldt River and Estuary),2014
230,"Kidwell, David M.|Dietrich, J. Casey|Hagen, Scott C.|Medeiros, Stephen C.",sea level rise|wetlands|tidal hydrodynamics|storm surge|gulf of mexico|sedimentation,EARTHS FUTURE,WOS:000395001800001,An Earth's Future Special Collection: Impacts of the coastal dynamics of sea level rise on low-gradient coastal landscapes,2017
231,"Caniani, Donatella|Esposito, Giovanni|Gori, Riccardo|Mannina, Giorgio",decision support system|wastewater treatment plants (wwtps) integrated modeling|greenhouse gas (ghg) emissions,WATER,WOS:000364313100021,"Towards A New Decision Support System for Design, Management and Operation of Wastewater Treatment Plants for the Reduction of Greenhouse Gases Emission",2015
232,"Croke, B. F. W.|Blakers, R. S.|El Sawah, S.|Fu, B.|Guillaume, J. H. A.|Kelly, R. A.|Patrick, M. J.|Ross, A.|Ticehurst, J.|Barthel, R.|Jakeman, A. J.|Castellarin, A|Ceola, S|Toth, E|Montanari, A",integrated assessment|integrated modelling|hydrology|social science|interdisciplinary|water resource management|australia,"EVOLVING WATER RESOURCES SYSTEMS: UNDERSTANDING, PREDICTING AND MANAGING WATER-SOCIETY INTERACTIONS",WOS:000357968700058,Marrying Hydrological Modelling and Integrated Assessment for the needs of Water Resource Management,2014
233,"Jia, Yang|Xiao, Wu|Ruan, Xuehua|He, Gaohong|Jia, Xiaoping|Varbanov, PS|Klemes, JJ|Alwi, SRW|Yong, JY|Liu, ",,"PRES15: PROCESS INTEGRATION, MODELLING AND OPTIMISATION FOR ENERGY SAVING AND POLLUTION REDUCTION",WOS:000366034200092,Petri Net Methodology for Optimisation of Heat Integration and Batch Process Scheduling,2015
234,"Chen, Lei|Zhong, Yucen|Wei, Guoyuan|Cai, Yanpeng|Shen, Zhenyao",,WATER RESOURCES RESEARCH,WOS:000337672900027,Development of an integrated modeling approach for identifying multilevel non-point-source priority management areas at the watershed scale,2014
235,"Bollinger, L. Andrew|Nikolic, Igor|Davis, Chris B.|Dijkema, Gerard P. J.",simulation|complexity|evolutionary models|reuse|industrial ecology|integrated modeling,JOURNAL OF INDUSTRIAL ECOLOGY,WOS:000353243300010,Multimodel Ecologies Cultivating Model Ecosystems in Industrial Ecology,2015
236,"Ghodousi, Mehran|Atabi, Farideh|Nouri, Jafar|Gharagozlou, Alireza",decision support system|air quality management|robust strategy|pollution predicting,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,WOS:000399967900012,Air Quality Management in Tehran Using a Multi-Dimensional Decision Support System,2017
237,"Ghoodjani, E.|Bolouri, S. H.",carbon capture and storage|co2 sequestration|enhanced oil recovery|integrated modeling,ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS,WOS:000357813400002,Green Balance Software: An Integrated Model for Screening of CO2-EOR and CCS Projects,2015
238,"Ceola, Serena|Montanari, Alberto|Koutsoyiannis, Demetris",,WILEY INTERDISCIPLINARY REVIEWS-WATER,WOS:000443720300001,Toward a theoretical framework for integrated modeling of hydrological change,2014
239,"Kirchner, Mathias|Schmidt, Johannes|Kindermann, Georg|Kulmer, Veronika|Mitter, Herrnine|Prettenthaler, Franz|Ruedisser, Johannes|Schauppenlehner, Thomas|Schoenhart, Martin|Strauss, Franziska|Tappeiner, Ulrike|Tasser, Erich|Schmid, Erwin",agricultural ecosystem services|integrated modeling|policy impact analysis|regional climate change|macro-economic indicators|biodiversity and landscape metrics,ECOLOGICAL ECONOMICS,WOS:000349505400017,Ecosystem services and economic development in Austrian agricultural landscapes - The impact of policy and climate change scenarios on trade-offs and synergies,2015
240,"Nikiforakis, I. K.|Stamou, A. I.",hydrodynamics|numerical modelling|desalination|environmental impact|brine,DESALINATION AND WATER TREATMENT,WOS:000349803000001,Integrated modelling for the discharge of brine from desalination plants into coastal waters,2015
241,"Mannschatz, T.|Wolf, T.|Huelsmann, S.",model tools repository|model inventory|integrated models|web -based service|decision support tool|interactive comparison|near real-time visualization,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000368869200012,Nexus Tools Platform: Web-based comparison of modelling tools for analysis of water-soil-waste nexus,2016
242,"Ajami, H.|Evans, J. P.|McCabe, M. F.|Stisen, S.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000347313600015,Technical Note: Reducing the spin-up time of integrated surface water-groundwater models,2014
243,"Canovas, C. R.|Macias, F.|Olias, M.|Perez Lopez, R.|Nieto, J. M.",emma|mix|elemental ratios|flood events|particulate and dissolved metal transport,JOURNAL OF HYDROLOGY,WOS:000404816000046,Metal-fluxes characterization at a catchment scale: Study of mixing processes and end-member analysis in the Meca River watershed (SW Spain),2017
244,"Henine, H.|Nedelec, Y.|Ribstein, P.",subsurface drainage|integrated modelling|pipe flow|flow interactions|water storage,JOURNAL OF HYDROLOGY,WOS:000335274900005,Coupled modelling of the effect of overpressure on water discharge in a tile drainage system,2014
245,"Chang, Biao|Guan, Jiabao|Aral, Mustafa M.",climate change|sea level rise|spatial variations|inundation assessment|geographic information system (gis),WATER QUALITY EXPOSURE AND HEALTH,WOS:000344763000005,"Modeling Spatial Variations of Sea Level Rise and Corresponding Inundation Impacts: A Case Study for Florida, USA",2014
246,"Panagopoulos, Y.|Gassman, P. W.|Arritt, R. W.|Herzmann, D. E.|Campbell, T. D.|Jha, M. K.|Kling, C. L.|Srinivasan, R.|White, M.|Arnold, J. G.",agricultural management scenarios|climate change|corn based systems|nonpoint pollution|soil and water assessment tool|upper mississippi river basin,JOURNAL OF SOIL AND WATER CONSERVATION,WOS:000345025000012,Surface water quality and cropping systems sustainability under a changing climate in the Upper Mississippi River Basin,2014
247,"Ma, Xiaoliang|Huang, Zhen|Koutsopoulos, Haris",vehicle emission|traffic pollution|integrated modeling|emission models|model calibration|spsa|traffic simulation,ENVIRONMENTAL MODELING & ASSESSMENT,WOS:000338517600002,Integrated Traffic and Emission Simulation: a Model Calibration Approach Using Aggregate Information,2014
