# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-04 16:02:46
item,AU,DE,SO,id,title,year
80,"Herrmann, Sylvia|Fox, Jefferson M.",editorial|south-west china|rural livelihood|interdisciplinary research|integrated modeling,ECOLOGICAL INDICATORS,WOS:000329081100081,"Assessment of rural livelihoods in South-West China based on environmental, economic, and social indicators",2014
81,"Kourgialas, Nektarios N.|Karatzas, George P.",agroecosystem|groundwater|integrated modeling systems|monitoring water resources|vadose zone|water economy,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000357340500070,A modeling approach for agricultural water management in citrus orchards: cost-effective irrigation scheduling and agrochemical transport simulation,2015
82,"Schmitz, Oliver|Salvadore, Elga|Poelmans, Lien|van der Kwast, Johannes|Karssenberg, Derek",hydrology|integrated modelling|interdisciplinary modelling|land use change|python|spatio-temporal scaling,JOURNAL OF HYDROINFORMATICS,WOS:000348519300009,A framework to resolve spatio-temporal misalignment in component-based modelling,2014
83,"Pham Thi Thu Ha, |Kokutse, Nomessi|Duchesne, Sophie|Villeneuve, Jean-Pierre|Belanger, Alain|Ha Ngoc Hien, |Toumbou, Babacar|Duong Ngoc Bach, ",multi-criteria methodology|water quality|integrated watershed management|gibsi|scenario analysis|cau river basin,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,WOS:000412840100007,Assessing and selecting interventions for river water quality improvement within the context of population growth and urbanization: a case study of the Cau River basin in Vietnam,2017
84,"Farjad, Babak|Gupta, Anil|Razavi, Saman|Faramarzi, Monireh|Marceau, Danielle J.",hydrology|climate change|hydrological modeling|cellular automata|land-use change|mike she|mike 11,WATER,WOS:000414707500044,An Integrated Modelling System to Predict Hydrological Processes under Climate and Land-Use/Cover Change Scenarios,2017
85,"Burger, Gregor|Bach, Peter M.|Urich, Christian|Leonhardt, Gunther|Kleidorfer, Manfred|Rauch, Wolfgang",integrated urban drainage|modelling|simulation framework|object-oriented design|multi-core|parallel computing,ADVANCES IN ENGINEERING SOFTWARE,WOS:000383298800020,Designing and implementing a multi-core capable integrated urban drainage modelling Toolkit:Lessons from CityDrain3,2016
86,"Dodla, Venkata Bhaskar Rao|Gubbala, China Satyanarayana|Desamsetti, Srinivas",particulate matter|dispersion|power plants|arw model|hysplit,AEROSOL AND AIR QUALITY RESEARCH,WOS:000397029600004,"Atmospheric Dispersion of PM2.5 Precursor Gases from Two Major Thermal Power Plants in Andhra Pradesh, India",2017
87,"Terry, Andrew C.|Carslaw, Nicola|Ashmore, Mike|Dimitroulopoulou, Sani|Carslaw, David C.",,ATMOSPHERIC ENVIRONMENT,WOS:000330602100044,"Occupant exposure to indoor air pollutants in modern European offices: An integrated modelling approach (vol 82, pg 9, 2014)",2014
88,"Fernandez, Francisco J.|Ponce, Roberto D.|Blanco, Maria|Rivera, Diego|Vasquez, Felipe",hydro-economic model|small-scale farmers|risk|water variability|climate change,WATER RESOURCES MANAGEMENT,WOS:000369520100004,Water Variability and the Economic Impacts on Small-Scale Farmers. A Farm Risk-Based Integrated Modelling Approach,2016
89,"Doglioni, Angelo|Galeandro, Annalisa|Simeone, Vincenzo|Lollino, G|Arattano, M|Rinaldi, M|Giustolisi, O|Marechal, JC|Grant, GE",ephemeral streams|karst areas|hydrograph|iuh|flood integrated modeling,"ENGINEERING GEOLOGY FOR SOCIETY AND TERRITORY, VOL 3: RIVER BASINS, RESERVOIR SEDIMENTATION AND WATER RESOURCES",WOS:000358990300036,The Generation of Runoff Through Ephemeral Streams,2015
90,"Huang, Bin|Xing, Ke|Pullen, Stephen",buildings|integrated modelling|life cycle energy|systems thinking|urban precincts,JOURNAL OF CLEANER PRODUCTION,WOS:000408788100003,Energy and carbon performance evaluation for buildings and urban precincts: review and a new modelling concept,2017
91,"Menon, Manoj|Rousseva, Svetla|Nikolaidis, Nikolaos P.|van Gaans, Pauline|Panagos, Panos|Souza, Danielle Maia|Ragnarsdottir, Kristin Vala|Lair, Georg J.|Weng, Liping|Bloem, Jaap|Kram, Pavel|Novak, Martin|Davidsdottir, Brynhildur|Gisladottir, Gudrun|Robinson, David A.|Reynolds, Brian|White, Tim|Lundin, Lars|Zhang, Bin|Duffy, Christopher|Bernasconi, Stefano M.|de Ruiter, Peter|Blum, Winfried E. H.|Banwart, Steven A.",critical zone|ecosystem services|soil processes|integrated modelling|thematic strategy,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,WOS:000331815100074,SoilTrEC: a global initiative on critical zone research and integration,2014
92,"Nkiaka, E.|Shrestha, N. K.|Leta, O. T.|Bauwens, W.",brussels|combined sewerage system|cosimat|swmm,WATER AND ENVIRONMENT JOURNAL,WOS:000388624500017,"Use of continuous simulation model (COSIMAT) as a complementary tool to model sewer systems: a case study on the Paruck collector, Brussels, Belgium",2016
93,"Hahn, C.|Prasuhn, V.|Stamm, C.|Milledge, D. G.|Schulin, R.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000341597600011,A comparison of three simple approaches to identify critical areas for runoff and dissolved reactive phosphorus losses,2014
94,"Sperotto, Anna|Molina, Jose-Luis|Torresan, Silvia|Critto, Andrea|Marcomini, Antonio",multiple stressors|climate change|probabilistic risk assessment|uncertainty|integrated modelling,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000408784000031,Reviewing Bayesian Networks potentials for climate change impacts assessment and management: A multi-risk perspective,2017
95,"Veettil, Anoop Valiya|Mishra, Ashok K.",water scarcity|water vulnerability|blue water|green water|swat,JOURNAL OF HYDROLOGY,WOS:000388248400042,Water security assessment using blue and green water footprint concepts,2016
96,"Mateus, Marcos|Almeida, Carina|Brito, David|Neves, Ramiro",watershed modelling and management|pollution load reduction|eutrophication|water environmental capacity|land use|water resources management|ce-qual-w2 model|swat model,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,WOS:000334438200041,From Eutrophic to Mesotrophic: Modelling Watershed Management Scenarios to Change the Trophic Status of a Reservoir,2014
97,"Huang, Yue|Dong, Xin|Zeng, Siyu|Chen, Jining",urban wastewater system|integrated modeling|multi-objective optimization|non-dominated sorting genetic algorithm (nsga-ii),FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,WOS:000365309400010,An integrated model for structure optimization and technology screening of urban wastewater systems,2015
98,"Wu, Naicheng|Dong, Xuhui|Liu, Yang|Wang, Chao|Baattrup-Pedersen, Annette|Riis, Tenna",riverine microalgae|lotic ecosystem functions|trait-based biomonitoring|multiple stressors|global change,ECOLOGICAL INDICATORS,WOS:000417229100013,Using river microalgae as indicators for freshwater biomonitoring: Review of published research and future directions,2017
99,"Kim, Dong-Kyun|Zhang, Weitao|Hiriart-Baer, Veronique|Wellen, Christopher|Long, Tanya|Boyd, Duncan|Arhonditsis, George B.",process-based modelling|eutrophication|bayesian inference|retrospective analysis|water quality criteria|decision making,JOURNAL OF GREAT LAKES RESEARCH,WOS:000347274100008,Towards the development of integrated modelling systems in aquatic biogeochemistry: a Bayesian approach,2014
100,"Yang, Ang|Dutta, Dushmanta|Vaze, Jai|Kim, Shaun|Podger, Geoff",river basin management|river system modelling|agent-based modelling|ewater source|murray-darling basin,INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,WOS:000423964400012,"An integrated modelling framework for building a daily river system model for the Murray-Darling Basin, Australia",2017
101,"Wickramasuriya, Rohan|Perez, Pascal|Huynh, Nam|Masouman, Ashkan|Barthelemy, Johan|Weber, T|McPhee, MJ|Anderssen, RS",urban planning|land use|transportation|input-output model|synthetic population,21ST INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2015),WOS:000410535400168,Integrated modelling to aid strategic urban and regional planning,2015
102,"Saksena, Siddharth|Merwade, Venkatesh|Dunn, CN|VanWeele, B",,"WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: INTERNATIONAL PERSPECTIVES, HISTORY AND HERITAGE, EMERGING TECHNOLOGIES, AND STUDENT PAPERS",WOS:000405216400006,Integrated Modeling of Surface-Subsurface Processes to Understand River-Floodplain Hydrodynamics in the Upper Wabash River Basin,2017
103,"Kritana, Prueksakorn|Taehyeung, Kim|Hyeontae, Kim|Youn, Kim Ki|Wongeun, Son",airborne transmission|atmospheric dispersion model|foot-and-mouth disease virus|infection|livestock disease control|mobile application,COMPUTERS AND ELECTRONICS IN AGRICULTURE,WOS:000344436100011,Atmospheric pathway: A possibility of continuous outbreaks of foot-and-mouth disease in South Korea in 2010-2011,2014
104,"Riechel, Mathias|Matzinger, Andreas|Pawlowsky-Reusing, Erika|Sonnenberg, Hauke|Uldack, Mathias|Heinzmann, Bernd|Caradot, Nicolas|von Seggern, Doerthe|Rouault, Pascale",cso|dissolved oxygen|impact assessment|integrated modelling|mitigation measures|river spree,WATER RESEARCH,WOS:000385902000026,Impacts of combined sewer overflows on a large urban river - Understanding the effect of different management strategies,2016
105,"Nazemi, A.|Wheater, H. S.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000348929800004,On inclusion of water resource management in Earth system models - Part 2: Representation of water supply and allocation and opportunities for improved modeling,2015
106,"Larsson, Aron|Ibrahim, Osama|Tambouris, E|Panagiotopoulos, P|Saebo, O|Tarabanis, K|Wimmer, MA|Milano, M|Pardo, T",policy analysis|impact assessment|policy modelling|problem structuring|dynamic simulation|causal mapping|scenario planning|decision analysis,"ELECTRONIC PARTICIPATION, EPART 2015",WOS:000363261300011,"Modeling for Policy Formulation: Causal Mapping, Scenario Generation, and Decision Evaluation",2015
107,"Kreins, Peter|Henseler, Martin|Anter, Jano|Herrmann, Frank|Wendland, Frank",climate change|irrigation|groundwater|integrated modelling|regional modelling|agricultural production,WATER RESOURCES MANAGEMENT,WOS:000357345300008,Quantification of Climate Change Impact on Regional Agricultural Irrigation and Groundwater Demand,2015
108,"Davarzani, Hossein|Smits, Kathleen|Tolene, Ryan M.|Illangasekare, Tissa",evaporation|drying|porous media|two-phase flow|nonequilibrium|phase change,WATER RESOURCES RESEARCH,WOS:000331798800044,Study of the effect of wind speed on evaporation from soil through integrated modeling of the atmospheric boundary layer and shallow subsurface,2014
109,"Niu, Guo-Yue|Troch, Peter A.|Paniconi, Claudio|Scott, Russell L.|Durcik, Matej|Zeng, Xubin|Huxman, Travis|Goodrich, David|Pelletier, Jon",overland flow|re-infiltration|vegetation dynamics|semi-arid catchment,ECOHYDROLOGY,WOS:000334671600050,An integrated modelling framework of catchment- scale ecohydrological processes: 2. The role of water subsidy by overland flow on vegetation dynamics in a semi- arid catchment,2014
110,"Kyle, Page|Johnson, Nils|Davies, Evan|Bijl, David L.|Mouratiadou, Ioanna|Bevione, Michela|Drouet, Laurent|Fujimori, Shinichiro|Liu, Yaling|Hejazi, Mohamad",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000382805800004,"Setting the System Boundaries of ""Energy for Water"" for Integrated Modeling",2016
111,"Akdogan, Zeynep|Guven, Basak|Balcioglu, Isil",catchment hydrology|contaminant transport|modeling|nutrient loss|heavy metal distribution|swmm,FRESENIUS ENVIRONMENTAL BULLETIN,WOS:000375826700002,MODELING NUTRIENT AND HEAVY METAL TRANSPORT AT SELECTED CATCHMENTS IN THE MARMARA REGION,2016
112,"Bobojonov, Ihtiyor|Aw-Hassan, Aden",climate risk|uncertainty|drought|crop model|bio-economic model,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,WOS:000336700100029,Impacts of climate change on farm income security in Central Asia: An integrated modeling approach,2014
113,"Fleskens, L.|Nainggolan, D.|Stringer, L. C.",integrated modeling|scenario analysis|spatial cost benefit analysis|land degradation mitigation|decision-making,ENVIRONMENTAL MANAGEMENT,WOS:000344387800005,An Exploration of Scenarios to Support Sustainable Land Management Using Integrated Environmental Socio-economic Models,2014
114,"Rodrigues, M.|Guerreiro, M.|David, L. M.|Oliveira, A.|Menaia, J.|Jacob, J.",coastal environment|rivers and streams|bacteria|river flow|tidal currents|waves,JOURNAL OF ENVIRONMENTAL ENGINEERING,WOS:000374868700005,"Role of Environmental Forcings on Fecal Contamination Behavior in a Small Intermittent Coastal Stream: Case Study of the Aljezur Coastal Stream, Portugal",2016
115,"Matei, Ion Viorel|Ungureanu, Laura",modeling|environmental decision making|optimization|environmental management,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,WOS:000340483100020,SURVEY ON INTEGRATED MODELLING APPLIED IN ENVIRONMENTAL ENGINEERING AND MANAGEMENT,2014
116,"Liu, Liu|Xu, Zongxue",climate change|flood|hydrological-hydraulic coupling model|taihu|urbanization,JOURNAL OF WATER AND CLIMATE CHANGE,WOS:000355569100015,"Hydrological projections based on the coupled hydrological-hydraulic modeling in the complex river network region: a case study in the Taihu basin, China",2015
117,"Momblanch, Andrea|Paredes-Arquiola, Javier|Andreu, Joaquin",ecosystem services|freshwater provisioning|water resources management|integrated modelling|water scarcity|aquatool,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000403644700007,Improved modelling of the freshwater provisioning ecosystem service in water scarce river basins,2017
118,"Foster, Lauren M.|Bearup, Lindsay A.|Molotch, Noah P.|Brooks, Paul D.|Maxwell, Reed M.",rocky mountains|climate change|integrated modeling|snow to rain transitions|energy budget|hydrology|precipitation phase,ENVIRONMENTAL RESEARCH LETTERS,WOS:000375746800019,Energy budget increases reduce mean streamflow more than snow-rain transitions: using integrated modeling to isolate climate change impacts on Rocky Mountain hydrology,2016
119,"Sidiropoulos, P.|Mylopoulos, N.|Loukas, A.",overexploited aquifer|uncertainty analysis|stochastic|integrated simulation|restoration|water resources management,WATER RESOURCES MANAGEMENT,WOS:000347776900017,Stochastic Simulation and Management of an Over-Exploited Aquifer Using an Integrated Modeling System,2015
120,"Huang, Guoxian|Falconer, Roger A.|Boye, Brian A.|Lin, Binliang",cloud to coast (c2c)|faecal indicator organisms|river ribble|environmental exposure and health impacts|numerical modelling|quantitative microbial risk assessment (qmra),INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,WOS:000212556300006,"Cloud to coast: integrated assessment of environmental exposure, health impacts and risk perceptions of faecal organisms in coastal waters",2015
121,"Blankenburg, Rene|Brckner, Friedemann|Ceranski, Helena|Mansel, Holger|Drebenstedt, C|Paul, M",pcgeofim|arcegmo|groundwater|soil water budget|coupled modeling,MINING MEETS WATER - CONFLICTS AND SOLUTIONS,WOS:000402663400190,PCGEOFIM - Integrated Modelling of Mining specific Groundwater Dynamics and Soil Water Budget,2016
122,"Zhu, Zhenduo|Oberg, Nils|Morales, Viviana M.|Quijano, Juan C.|Landry, Blake J.|Garcia, Marcelo H.",openmi|efdc|urban hydrological and hydraulic modelling,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000370885000006,"Integrated urban hydrologic and hydraulic modelling in Chicago, Illinois",2016
123,"Subagadis, Yohannes Hagos|Grundmann, Jens|Schuetze, Niels|Schmitz, Gerd H.",bayesian network|simulation-optimisation|integrated management|decision support tool|groundwater|agriculture,ENVIRONMENTAL EARTH SCIENCES,WOS:000345407000018,An integrated approach to conceptualise hydrological and socio-economic interaction for supporting management decisions of coupled groundwater-agricultural systems,2014
124,"de Bakker, Merijn P.|de Jong, Kor|Schmitz, Oliver|Kaissenberg, Derek",agent-based modelling|field-based modelling|integrated modelling|data model|map algebra|modelling language,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000393631400013,Design and demonstration of a data model to integrate agent-based and field-based modelling,2017
125,"Belete, Getachew F.|Voinov, Alexey|Laniak, Gerard F.",integrated modeling|interoperability|interfaces|wrapping|components|web services,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000389785300005,An overview of the model integration process: From pre-integration assessment to testing,2017
126,"Wagner, Michael|Seidel, Sabine J.|Werisch, Stefan|Barfus, Klemens|Schuetze, Niels",climate change|crop growth modelling|irrigation|regionalisation|stochastic crop water production function,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,WOS:000370832200003,Integrated modelling of water supply and water demand using the example of irrigation farming in Saxony,2016
127,"Little, John C.|Hester, Erich T.|Carey, Cayelan C.",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000379366300031,Assessing and Enhancing Environmental Sustainability: A Conceptual Review,2016
128,"Mazzega, Pierre|Therond, Olivier|Debril, Thomas|March, Hug|Sibertin-Blanc, Christophe|Lardy, Romain|Sant'ana, Daniel",multi-level governance|integrated modelling|collective choice arena|decision-making|scenario|low-water management,JOURNAL OF HYDROLOGY,WOS:000347595000014,Critical multi-level governance issues of integrated modelling: An example of low-water management in the Adour-Garonne basin (France),2014
129,"Schuetze, Niels|Stange, Peter|Griessbach, Ulrike|Roehm, Patric|Wagner, Michael",integrated modelling|irrigation|safe yields|saphir|stochastic methods|water demand|water productivity,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,WOS:000370832200002,Integrated modelling and optimisation of irrigation systems at the field and catchment scale with limited water resources,2016
130,"Li, Sen|Juhasz-Horvath, Linda|Pedde, Simona|Pinter, Laszlo|Rounsevell, Mark D. A.|Harrison, Paula A.",integrated modelling|urban land cover change|population distribution|integrated socioeconomic and climate change scenarios|stakeholder|hungary,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000408356600021,Integrated modelling of urban spatial development under uncertain climate futures: A case study in Hungary,2017
131,"Yeluripati, Jagadeesh B.|del Prado, Agustin|Sanz-Cobena, Alberto|Rees, Robert M.|Li, Changsheng|Chadwick, Dave|Tilston, Emma|Topp, Cairistiona F. E.|Cardenas, Laura M.|Ingraham, Pete|Gilhespy, Sarah|Anthony, Steven|Vetter, Sylvia H.|Misselbrook, Tom|Salas, William|Smith, Pete",biogeochemical modelling|integrated modelling platform|unified modelling approach|climate change|ecosystems|greenhouse gas emissions,COMPUTERS AND ELECTRONICS IN AGRICULTURE,WOS:000350942800014,Global Research Alliance Modelling Platform (GRAMP): An open web platform for modelling greenhouse gas emissions from agro-ecosystems,2015
132,"Xiao, Fei|Wong, Man Sing|Lee, Kwon Ho|Campbell, James R.|Shea, Yu-kai",dust storms|integrated modeling|neural network|reverse absorption|satellite imagery|trajectory model,COMPUTERS & GEOSCIENCES,WOS:000365051200011,Retrieval of dust storm aerosols using an integrated Neural Network model,2015
133,"Seixas, J.|Simoes, S.|Dias, L.|Kanudia, A.|Fortes, P.|Gargiulo, M.",electric vehicles|optimization|technology costs|co2 emissions|european countries,ENERGY POLICY,WOS:000351978000016,Assessing the cost-effectiveness of electric vehicles in European countries using integrated modeling,2015
134,"Reis, Stefan|Seto, Edmund|Northcross, Amanda|Quinn, Nigel W. T.|Convertino, Matteo|Jones, Rod L.|Maier, Holger R.|Schlink, Uwe|Steinle, Susanne|Vieno, Massimo|Wimberly, Michael C.",integrated modelling|environmental sensors|population health|environmental health|big data,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000364274400019,Integrating modelling and smart sensors for environmental and human health,2015
135,"Baki, S.|Makropoulos, C.|Giustolisi, O|Brunone, B|Laucelli, D|Berardi, L|Campisano, A",energy footprint|energy recovery|intervention assessment|renewable energy generation|urban water systems|water supply|water-energy nexus,16TH WATER DISTRIBUTION SYSTEM ANALYSIS CONFERENCE (WDSA2014): URBAN WATER HYDROINFORMATICS AND STRATEGIC PLANNING,WOS:000369528900076,Tools for Energy Footprint Assessment in Urban Water Systems,2014
136,"Sheykhi, Vahideh|Moore, Farid|Kavousi-Fard, Abdollah|Keshavarzi, Behnan|Bikineh, Elham",ghare-bagh drainage|mkhoa|spatial data analysis|swarm intelligence technique|toxic metal,INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,WOS:000423964400009,"Integrated modelling with environmental parameters for aquatic system assessment: a case study on the Ghare-Bagh drainage, Iran",2017
137,"Matechou, Eleni|Nicholls, Geoff K.|Morgan, Byron J. T.|Collazo, Jaime A.|Lyons, James E.",capture-recapture-resight data sets|integrated modelling|mixture models|reversible jump|semipalmated sandpipers|stopover data,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,WOS:000387424200003,Bayesian analysis of Jolly-Seber type models,2016
138,"Rauch, W.|Urich, C.|Bach, P. M.|Rogers, B. C.|de Haan, F. J.|Brown, R. R.|Mair, M.|McCarthy, D. T.|Kleidorfer, M.|Sitzenfrei, R.|Deletic, A.",integrated modelling|transition|urban drainage|urban water management|exploratory modelling|flexible design,WATER RESEARCH,WOS:000414818700049,Modelling transitions in urban water systems,2017
139,"Thorndahl, Soren|Balling, Jonas Dueholm|Larsen, Uffe Bay Bogh",groundwater infiltration|sewer networks|integrated modelling,HYDROLOGICAL PROCESSES,WOS:000383466900009,Analysis and integrated modelling of groundwater infiltration to sewer networks,2016
140,"North, Michael J.|Murphy, John T.|Sydelko, Pam|Martinez-Moyano, Ignacio|Sallach, David L.|Macal, Charles M.",,2015 WINTER SIMULATION CONFERENCE (WSC),WOS:000399133902032,INTEGRATED MODELING OF CONFLICT AND ENERGY,2015
141,"Shortridge, Julie|Guikema, Seth|Zaitchik, Ben",,CLIMATIC CHANGE,WOS:000392425900016,Robust decision making in data scarce contexts: addressing data and model limitations for infrastructure planning under transient climate change,2017
142,"Dunford, R.|Harrison, P. A.|Jaeger, J.|Rounsevell, M. D. A.|Tinch, R.",,CLIMATIC CHANGE,WOS:000348802400013,Exploring climate change vulnerability across sectors and scenarios using indicators of impacts and coping capacity,2015
143,"He, Xin|Stisen, Simon|Wiese, Marianne B.|Henriksen, Hans Jorgen",real-time modeling|national hydrologicalmodel|integrated modeling|stakeholder engagement,WATER RESOURCES MANAGEMENT,WOS:000373395500013,Designing a Hydrological Real-Time System for Surface Water and Groundwater in Denmark with Engagement of Stakeholders,2016
144,"Collet, Lila|Ruelland, Denis|Estupina, Valerie Borrell|Dezetter, Alain|Servat, Eric",climate variability|integrated modelling|prospective scenarios|river herault|sustainability indicators|water uses,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000361189800063,Water supply sustainability and adaptation strategies under anthropogenic and climatic changes of a meso-scale Mediterranean catchment,2015
145,"Talati, Shuchi|Zhai, Haibo|Kyle, G. Page|Morgan, M. Granger|Patel, Pralit|Liu, Lu",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000388155000005,"Consumptive Water Use from Electricity Generation in the Southwest under Alternative Climate, Technology, and Policy Futures",2016
146,"Gerboni, Raffaella|Grosso, Daniele|Carpignano, Andrea|Chiara, Bruno Dalla",energy modelling|transport modelling|energy consumption|travel distances|modal shift|optimisation,ENERGY POLICY,WOS:000415779700034,Linking energy and transport models to support policy making,2017
147,"Voisin, Nathalie|Hejazi, Mohamad I.|Leung, L. Ruby|Liu, Lu|Huang, Maoyi|Li, Hong-Yi|Tesfa, Teklu",earth system model|integrated assessment model|withdrawals and consumptive use|sectoral water management|groundwater|surface water allocation,WATER RESOURCES RESEARCH,WOS:000403712100043,Effects of spatially distributed sectoral water management on the redistribution of water resources in an integrated water model,2017
148,"Han, Bangshuai|Benner, Shawn G.|Bolte, John P.|Vache, Kellie B.|Flores, Alejandro N.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000405866700002,Coupling biophysical processes and water rights to simulate spatially distributed water use in an intensively managed hydrologic system,2017
149,"Vaghefi, S. Ashraf|Mousavi, S. J.|Abbaspour, K. C.|Srinivasan, R.|Arnold, J. R.",hydrologic modeling|climate change adaptation|swat|modsim,REGIONAL ENVIRONMENTAL CHANGE,WOS:000350310400005,Integration of hydrologic and water allocation models in basin-scale water resources management considering crop pattern and climate change: Karkheh River Basin in Iran,2015
150,"Modrick, Theresa M.|Georgakakos, Konstantine P.",flash flooding|climate change|soil moisture|precipitation|distributed hydrologic modeling,JOURNAL OF HYDROLOGY-REGIONAL STUDIES,WOS:000436600400015,The character and causes of flash flood occurrence changes in mountainous small basins of Southern California under projected climatic change,2015
151,"Abdul-Wahab, Sabah|Al-Rawas, Ghazi|Ali, Sappurd|Fadlallah, Sulaiman|Al-Dhamri, Hilal",calpuff|wrf|carbon dioxide|cement plant|emission factors,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,WOS:000405298500004,Atmospheric dispersion modeling of CO2 emissions from a cement plant's sources,2017
152,"An, Hyunuk|Yu, Soonyoung",surface|subsurface interaction|integrated modeling|finite volume model|coordinate transformation method|topographical effects,WATER RESOURCES RESEARCH,WOS:000334111600027,Finite volume integrated surface- subsurface flow modeling on nonorthogonal grids,2014
153,"Nikiforakis, I. K.|Stamou, A. I.|Christodoulou, G. C.",desalination|brine discharges|near-field models|far-field models|integrated models,ENVIRONMENTAL FLUID MECHANICS,WOS:000410853200004,Integrated modeling of single port brine discharges into unstratified stagnant ambient,2017
154,"Meng, Fanlin|Fu, Guangtao|Butler, David",integrated modelling|multi-objective optimisation|stakeholder engagement|urban wastewater system|water quality permitting,WATER RESEARCH,WOS:000381169400013,Water quality permitting: From end-of-pipe to operational strategies,2016
155,"Strokal, Maryna|Ma, Lin|Bai, Zhaohai|Luan, Shengji|Kroeze, Carolien|Oenema, Oene|Velthof, Gerard|Zhang, Fusuo",nutrient pollution|rivers|agricultural transitions|china|integrated modeling,ENVIRONMENTAL RESEARCH LETTERS,WOS:000371488300016,Alarming nutrient pollution of Chinese rivers as a result of agricultural transitions,2016
156,"Hammill, Mike O.|Stenson, Garry B.|Doniol-Valcroze, Thomas|Mosnier, Arnaud",harp seal|harvesting|integrated modeling|population dynamics|management|density-dependence|climate change,BIOLOGICAL CONSERVATION,WOS:000366540600021,"Conservation of northwest Atlantic harp seals: Past success, future uncertainty?",2015
157,"Phan, Thuc D.|Smart, James C. R.|Capon, Samantha J.|Hadwen, Wade L.|Sahin, Oz",bayesian belief networks|climate change|dynamically complex system|integrated modelling framework|spatial geographic distributions,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000385595800008,Applications of Bayesian belief networks in water resource management: A systematic review,2016
158,"Harpham, Quillon",environmental modeling|hydro-meteorology|model integration|metadata|standards,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000361906900022,Using a Model MAP to prepare hydro-meteorological models for generic use,2015
159,"Bulatewicz, T.|Andresen, D.|Auvenshine, S.|Peterson, J.|Steward, D. R.",openmi|data management|web services|integrated modeling,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000337654100014,A distributed data component for the Open Modeling Interface,2014
160,"Markovich, Katherine H.|Maxwell, Reed M.|Fogg, Graham E.",hydrogeology|climate change|integrated modelling|snowmelt dominated,HYDROLOGICAL PROCESSES,WOS:000383466900002,Hydrogeological response to climate change in alpine hillslopes,2016
161,"Xiao, Dacheng|Jia, Haifeng|Wang, Zheng",decision support system|hydrodynamic and water quality simulation|drinking water security|scenario analysis|tidal river|efdc|wasp,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000356814300005,"Modeling Megacity Drinking Water Security under a DSS Framework in a Tidal River at the North Pearl River Delta, China",2015
162,"Wu, Lei|Qiao, Shanshan|Liu, Xia",modified dynamic model|water-sediment-adsorbed nps pollution|distributed coupling effects|soil and water conservation|loess plateau,FRESENIUS ENVIRONMENTAL BULLETIN,WOS:000419539900025,A MODIFIED GIS-BASED WATER-SEDIMENT-ADSORBED PHOSPHORUS COUPLING MODEL AND ITS APPLICATION IN A TYPICAL WATERSHED OF SEMIARID REGIONS,2017
163,"Haas, J.|Olivares, M. A.|Palma-Behnke, R.",subdaily hydrologic alteration|variable renewable energy|hydropeaking|wind power|hydrothermal coordination|reservoir operation,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000352671500022,Grid-wide subdaily hydrologic alteration under massive wind power penetration in Chile,2015
164,"Li, Na|Wang, Xiaojun|Shi, Minjun|Yang, Hong",,SUSTAINABILITY,WOS:000351843400059,Economic Impacts of Total Water Use Control in the Heihe River Basin in Northwestern China-An Integrated CGE-BEM Modeling Approach,2015
