# Data from Clarivate Analytics' Web of Science, retrieved 24 February 2018
# This file generated on 2019-02-24 17:43:18
item,id,year,title,AU,SO,DE
7683,WOS:000250260100026,2007,"An integrated assessment model of carbon sequestration benefits: A case study of Liping county, China","Caldwell, I. M.|Maclaren, V. W.|Chen, J. M.|Ju, W. M.|Zhou, S.|Yin, Y.|Boland, A.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,integrated assessment|china|carbon sequestration|gis-based modelling|grain for green|reforestation|household survey
7684,WOS:000172870700034,2001,Shrimp - A dynamic model of heavy-metal uptake in aquatic macrofauna,"Simas, TC|Ribeiro, AP|Ferreira, JG",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,ecological modeling|bioaccumulation|heavy metals|sublethal effects|macrofauna
7685,WOS:A1997XH65200004,1997,The tiger in the dining room: Designing and evaluating integrated assessments of atmospheric change,"Timmerman, P|Munn, RE",ENVIRONMENTAL MONITORING AND ASSESSMENT,atmospheric change|climate change|integrated assessment
7686,WOS:000085488000029,1999,Application of GIS-based distributed hydrological modelling for estimation of water residence times in the small Swiss pre-alpine catchment Rietholzbach,"Vitvar, T|Gurtz, J|Lang, H|Leibundgut, C|McDonnell, J|Schultz, G","INTEGRATED METHODS IN CATCHMENT HYDROLOGY: TRACER, REMOTE SENSING AND NEW HYDROMETRIC TECHNIQUES",
7687,WOS:000284298100007,2010,Development of DRAIN-WARMF model to simulate flow and nitrogen transport in a tile-drained agricultural watershed in Eastern Canada,"Dayyani, Shadi|Prasher, Shiv O.|Madani, Ali|Madramootoo, Chandra A.",AGRICULTURAL WATER MANAGEMENT,hydrological modeling|warmf|drainmod|non-point source pollution|watershed scale
7688,WOS:A1993LP48300005,1993,VARIABILITY OF UNSATURATED ZONE WATER TRANSPORT PARAMETERS - IMPLICATIONS FOR HYDROLOGICAL MODELING .1. IN-SITU MEASUREMENTS,"RAGAB, R|COOPER, JD",JOURNAL OF HYDROLOGY,
7689,WOS:000324227900015,2013,Assessment of hazards and risks for landscape protection planning in Sicily,"La Rosa, Daniele|Martinico, Francesco",JOURNAL OF ENVIRONMENTAL MANAGEMENT,landscape assessment|landscape hazards|landscape value|landscape risk|gis
7690,WOS:000327754700013,2013,Evaluating integrated assessment models of global climate change,"Schwanitz, Valeria Jana",ENVIRONMENTAL MODELLING & SOFTWARE,model evaluation|model validation|integrated assessment models|transparency|community tests and standards|global climate change|stylized facts
7691,WOS:000345503900063,2013,Vattenwebb: A Transparent Service to Support Decision Makers in Achieving Improved Water Status,"Stromback, Lena|Hjerdt, Niclas|Bram, Lena Eriksson|Lewau, Per|Hrebicek, J|Schimak, G|Kubasek, M|Rizzoli, AE",ENVIRONMENTAL SOFTWARE SYSTEMS: FOSTERING INFORMATION SHARING,hydrology|hype|environmental modeling|water management
7692,WOS:000238832700005,2006,"Application of WetSpa model for assessing land use impacts on floods in the Margecany-Hornad watershed, Slovakia","Bahremand, A.|De Smedt, F.|Corluy, J.|Liu, Y. B.|Poorova, J.|Velcicka, L.|Kunikova, E.",WATER SCIENCE AND TECHNOLOGY,flood prediction|hydrological modelling|land use impacts|wetspa model
7693,WOS:000237753600087,2005,Digital elevation data and the use of archydro to locate places for creation of small dams in the north east part of the Greek Island of Naxos,"Hatzopoulos, J. N.|Karafillis, S.|Gkitakou, D.|Lekkas, TD","PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL A - ORAL PRESENTATIONS, PTS A AND B",gis|hydrology|archydro|small dams|naxos
7694,WOS:000346388700013,2014,Integrated hydraulic modelling of water supply and urban drainage networks for assessment of decentralized options,"Sitzenfrei, R.|Rauch, W.",WATER SCIENCE AND TECHNOLOGY,coupled model|hydraulic modelling|integrated modelling|low flow conditions|water reduction
7695,WOS:000392856300246,2015,Assessing Uncertainty in Precipitation and Hydrological Modeling in the Mekong,"Chen, Chia-Jeng|Jayasekera, Dumindu L.|Senarath, Sharika U. S.|Karvazy, K|Webster, VL","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2015: FLOODS, DROUGHTS, AND ECOSYSTEMS",
7696,WOS:000334009800011,2014,Modeling framework for membrane computing in biological systems: Evaluation with a case study,"Muniyandi, Ravie Chandren|Zin, Abdullah Mohd",JOURNAL OF COMPUTATIONAL SCIENCE,biological systems|gillespie algorithm|membrane computing|model checking|modeling framework
7697,WOS:000185480000004,2003,"Semidistributed hydrological modeling: A ""saturation path'' perspective on TOPMODEL and VIC","Kavetski, D|Kuczera, G|Franks, SW",WATER RESOURCES RESEARCH,distribution function modeling|topmodel|vic|spm|numerical models|parameter distributions
7698,WOS:000360456600005,2015,A comprehensive view of global potential for hydro-generated electricity,"Zhou, Y.|Hejazi, M.|Smith, S.|Edmonds, J.|Li, H.|Clarke, L.|Calvin, K.|Thomson, A.",ENERGY & ENVIRONMENTAL SCIENCE,
7699,WOS:000365376400036,2016,Optimizing conjunctive use of surface water and groundwater for irrigation to address human-nature water conflicts: A surrogate modeling approach,"Wu, Xin|Zheng, Yi|Wu, Bin|Tian, Yong|Han, Feng|Zheng, Chunmiao",AGRICULTURAL WATER MANAGEMENT,irrigation|water diversion|integrated surface water-groundwater modeling|surrogate modeling|optimization|heihe river basin
7700,WOS:000172971900034,2001,Directives for 4-D soil moisture data assimilation in hydrological modelling,"van Loon, EE|Troch, PA|Dolman, AJ|Hall, AJ|Kavvas, ML|Oki, T|Pomeroy, JW",SOIL-VEGETATION-ATMOSPHERE TRANSFER SCHEMES AND LARGE-SCALE HYDROLOGICAL MODELS,4-d data assimilation|soil moisture|review|kalman filter|optimal estimation
7701,WOS:000435264200007,2018,On Upscaling of Soil Microbial Processes and Biogeochemical Fluxes From Aggregates to Landscapes,"Ebrahimi, Ali|Or, Dani",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,microbial processes|biophysical modeling|biogeochemical processes|regional scale|denitrification
7702,WOS:000331815100074,2014,SoilTrEC: a global initiative on critical zone research and integration,"Menon, Manoj|Rousseva, Svetla|Nikolaidis, Nikolaos P.|van Gaans, Pauline|Panagos, Panos|Souza, Danielle Maia|Ragnarsdottir, Kristin Vala|Lair, Georg J.|Weng, Liping|Bloem, Jaap|Kram, Pavel|Novak, Martin|Davidsdottir, Brynhildur|Gisladottir, Gudrun|Robinson, David A.|Reynolds, Brian|White, Tim|Lundin, Lars|Zhang, Bin|Duffy, Christopher|Bernasconi, Stefano M.|de Ruiter, Peter|Blum, Winfried E. H.|Banwart, Steven A.",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,critical zone|ecosystem services|soil processes|integrated modelling|thematic strategy
7703,WOS:000263742400013,2009,Calculation of the temporal gravity variation from spatially variable water storage change in soils and aquifers,"Leiriao, Silvia|He, Xin|Christiansen, Lars|Andersen, Ole B.|Bauer-Gottwein, Peter",JOURNAL OF HYDROLOGY,time-lapse gravity|hydrological modelling|model calibration|aquifer pump test|grace
7704,WOS:000085126500001,2000,Using multiple taxonomic groups to index the ecological condition of lakes,"O'Connor, RJ|Walls, TE|Hughes, RM",ENVIRONMENTAL MONITORING AND ASSESSMENT,benthos|birds|diatoms|ecologicalindicators|integrated assessment|fish|lakes|monitoring|zooplankton
7705,WOS:000437022400020,2018,"Water Sharing, Governance, and Management among the Provinces in Pakistan Using Evidence-Based Decision Support System","Ahmed, Waqas|Rais, Muhammad Naseer|Bano, Rakhshanda|Tamaddun, Kazi|Ahmad, Sajjad|Kamojjala, S","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2018: WATERSHED MANAGEMENT, IRRIGATION AND DRAINAGE, AND WATER RESOURCES PLANNING AND MANAGEMENT",
7706,WOS:000359947100006,2015,Multi-Objective Operations of Multi-Wetland Ecosystem: iModel Applied to the Everglades Restoration,"Ali, Alaa",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,
7707,WOS:000455061900023,2018,A contribution to harmonize water footprint assessments,"Lathuilliere, Michael J.|Bulle, Cecile|Johnson, Mark S.",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,water policy|supply chains|impact assessment|sustainability assessment|soybean|brazil
7708,WOS:000406294900102,2017,Lessons learned from Khartoum flash flood impacts: An integrated assessment,"Mahmood, Mohamad Ibrahim|Elagib, Nadir Ahmed|Horn, Finlay|Saad, Suhair A. G.",SCIENCE OF THE TOTAL ENVIRONMENT,urban flash flood|risk perception|risk assessment|social vulnerability|water quality|sudan
7709,WOS:000398426200035,2017,A participatory method for the design and integrated assessment of crop-livestock systems in farmers' groups,"Moraine, M.|Melac, P.|Ryschawy, J.|Duru, M.|Therond, O.",ECOLOGICAL INDICATORS,agroecology|sustainability|multiple-scale assessment|landscape diversification
7710,WOS:000425865900100,2017,Integration Issues on User Interface based Web Development,"Alpaslan, Gurkan|Kalipsiz, Oya","PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON ELECTRONICS, COMPUTERS AND ARTIFICIAL INTELLIGENCE - ECAI 2017",web application development|model-driven development|model integration
7711,WOS:000385482400010,2016,Multi-Criteria Framework to Assess Large Scale Water Resources Policy Measures,"Udias, Angel|Gentile, Alessandro|Burek, Peter|de Roo, Ad|Bouraoui, Faycal|Vandecasteele, Ine|Lavalle, Carlo|Bidoglio, Giovanni",WATER,water resources management|hydro-economical modeling|optimization|multi-criteria analysis|blueprint|european policy
7712,WOS:000375400200025,2015,A Graphics-based Information Model of Substation and Dispatch Center,"Gao, Yan-hong|Liang, Wei|Xu, Tao|Liu, Ning|Guo, Ling-xu|Jiang, Ning|Chen, Jian|Zhang, Jia-an",2015 INTERNATIONAL CONFERENCE ON ELECTRICAL AND ELECTRONICS: TECHNIQUES AND APPLICATIONS (EETA 2015),substation|dispatch center|graphics-based information model|graphic-model integration|collaborative modeling
7713,WOS:000292041500003,2011,Adapting to climate change: an integrated biophysical and economic assessment for Mozambique,"Arndt, Channing|Strzepeck, Kenneth|Tarp, Finn|Thurlow, James|Fant, Charles|Wright, Len",SUSTAINABILITY SCIENCE,climate change|biophysical and economic outcomes|general equilibrium modelling|mozambique
7714,WOS:000386425100005,2016,Hydrological response characteristics of Mediterranean catchments at different time scales: a meta-analysis,"Merheb, Mohammad|Moussa, Roger|Abdallah, Chadi|Colin, Francois|Perrin, Charles|Baghdadi, Nicolas",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,hydrology|mediterranean catchment|review|annual water balance|rainfall-runoff|floods|droughts|modelling
7715,WOS:A1997BH90C00027,1997,System Aqua: A biological assessment tool for Swedish lakes and watercourses,"Willen, E|Andersson, B|Soderback, B|Boon, PJ|Howell, DL",FRESHWATER QUALITY: DEFINING THE INDEFINABLE?,
7716,WOS:000320827200250,2012,Word Relevance Modeling for Speech Recognition,"Chen, Kuan-Yu|Chang, Hao-Chin|Chen, Berlin|Wang, Hsin-Min","13TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION 2012 (INTERSPEECH 2012), VOLS 1-3",language model|relevance|lexical co-occurrence|topic cues|adaptation
7717,WOS:000314989300108,2011,Dynamic resource allocation in a farm management simulation,"Martin-Clouaire, R.|Rellier, J. -P.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),plan|resource allocation|simulation|farm management
7718,WOS:000314989303102,2011,Coupling of an individual-based model with a complex aquatic ecosystem model to explore the impact of the upper trophic level on lower trophic levels,"Makler-Pick, Vardit|Gal, Gideon|Hipsey, Matthew R.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),integrated modeling approaches|dycd-fish|complex dynamic model|individual-based model|lake kinneret
7719,WOS:000357340500070,2015,A modeling approach for agricultural water management in citrus orchards: cost-effective irrigation scheduling and agrochemical transport simulation,"Kourgialas, Nektarios N.|Karatzas, George P.",ENVIRONMENTAL MONITORING AND ASSESSMENT,agroecosystem|groundwater|integrated modeling systems|monitoring water resources|vadose zone|water economy
7720,WOS:000177651500049,2001,The Environmental Scenario Generator,"Kihn, EA|Zhizhin, M|Lowe, S|Siquig, R","17TH INTERNATIONAL CONFERENCE ON INTERACTIVE INFORMATION AND PROCESSING SYSTEMS (IIPS) FOR METEOROLOGY, OCEANOGRAPHY, AND HYDROLOGY",
7721,WOS:000232690500002,2005,Multiobjective management of ecosystem services by integrative watershed modeling and evolutionary algorithms,"Bekele, EG|Nicklow, JW",WATER RESOURCES RESEARCH,
7722,WOS:000260077800008,2008,GeoContest Modeling Strategic Competition in Geopolitical Systems,"Weidmann, Nils B.|Cederman, Lars-Erik",SOCIAL SCIENCE COMPUTER REVIEW,agent-based modeling|geopolitics|computer tournament
7723,WOS:000288266100003,2011,"An Assessment of Coastal Development and Land Use Change Using the DPSIR Framework: Case Studies from the Eastern Cape, South Africa","Palmer, Bronwyn J.|Hill, Trevor R.|Mcgregor, Gillian K.|Paterson, Angus W.",COASTAL MANAGEMENT,coastal development|dpsir framework|gis|land use change
7724,WOS:000368207400035,2016,Assessment of subsidies to minimize environmental pollution by Intensive Hog Feeding Operation (IHFO),"Chen, Yao|Wang, Shu-Jin|Tsai, Chung-Chou|Zhang, Chang-Jiang",JOURNAL OF CLEANER PRODUCTION,intensive hog feeding operation|simulations of producer's behavior|optimization of subsidy policy
7725,WOS:000353852600019,2015,Long term energy and emission implications of a global shift to electricity-based public rail transportation system,"Chaturvedi, Vaibhav|Kim, Son H.",ENERGY POLICY,public transport|integrated assessment modeling|energy and emissions
7726,WOS:000342453100014,2014,Effects of climate change on surface-water photochemistry: a review,"De Laurentiis, Elisa|Minella, Marco|Maurino, Valter|Minero, Claudio|Vione, Davide",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,climate change|surface-water photochemistry|environmental photochemistry|environmental modelling|photoinduced transformation|direct and indirect photolysis
7727,WOS:000341061400015,2014,"SMOS soil moisture data validation in the Aurajoki watershed, Finland","Jakkila, Juho|Vento, Tiia|Rousi, Tapani|Vehvilainen, Bertel",HYDROLOGY RESEARCH,hydrological modeling|satellite observation|soil moisture|soil properties|watershed
7728,WOS:000378776800083,2016,Timber Chips as the Insulation Material for Energy Saving in Prefabricated Offices,"Wang, Yupeng|Fukuda, Hiroatsu",SUSTAINABILITY,environmental modeling|prefabricated office|ac load|thermal comfort|roof insulation
7729,WOS:000233706000053,2005,Business process automation with representing and reasoning on trust,"Taveter, K",2005 3RD IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN),agent|business process|business rule|decision-support|trust
7730,WOS:000403811200075,2017,"EVALUATION OF CLIMATE CHANGE IMPACTS ON HYDROLOGICAL PROCESSES IN THE YANGTZE RIVER DELTA REGION, CHINA","Liu, L.|Li, R.|Wang, Y. Z.",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,water cycle|distributed hydrological model|downscaling|flood|water resources|extreme events
7731,WOS:000260992800012,2009,Data-based mechanistic modelling of stochastic rainfall-flow processes by state dependent parameter estimation,"Ochieng, G. M.|Otieno, F. A. O.",ENVIRONMENTAL MODELLING & SOFTWARE,nonlinearity|rainfall-flow|transfer function|catchment|hydrological modelling
7732,WOS:A1997XZ62800004,1997,Sensitivity study of optimal CO2 emission paths using a simplified structural integrated assessment model (SIAM),"Hasselmann, K|Hasselmann, S|Giering, R|Ocana, |VonStorch, H",CLIMATIC CHANGE,
7733,WOS:000352645600010,2015,Deforestation and Forest Fires in Roraima and Their Relationship with Phytoclimatic Regions in the Northern Brazilian Amazon,"Barni, Paulo Eduardo|Pereira, Vaneza Barreto|Manzi, Antonio Ocimar|Barbosa, Reinaldo Imbrozio",ENVIRONMENTAL MANAGEMENT,deforestation|fire scar|environmental modeling|forest understory fire|mapping
7734,WOS:000317827600045,2013,Automatic parameterization of a flow routing scheme driven by radar altimetry data: Evaluation in the Amazon basin,"Getirana, Augusto C. V.|Boone, Aaron|Yamazaki, Dai|Mognard, Nelly",WATER RESOURCES RESEARCH,
7735,WOS:000381024600002,2016,Comparison of direct statistical and indirect statistical-deterministic frameworks in downscaling river low-flow indices,"Joshi, Deepti|St-Hilaire, Andre|Ouarda, Taha B. M. J.|Daigle, Anik|Thiemonge, Nathalie",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,statistical downscaling|relevance vector machine|multiple linear regression|canonical correlation analysis|low flows|hydrological modelling
7736,WOS:000189470800275,2003,Sensitivity analysis of an integrated model for assessing land and water policy options,"Gilmour, JK|Letcher, RA|Jakeman, AJ","MODSIM 2003: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION, VOLS 1-4",sensitivity analysis|water resources|integrated modelling|catchment scale
7737,WOS:000298024900002,2011,"Analysis of regional variations in soil moisture by means of remote sensing, satellite gravimetry and hydrological modelling","Abelen, S.|Seitz, F.|Schmidt, M.|Guentner, A.|Hafeez, M|VanDeGiesen, N|Bardsley, E|Seyler, F|Pail, R|Taniguchi, M","GRACE, REMOTE SENSING AND GROUND-BASED METHODS IN MULTI-SCALE HYDROLOGY",soil moisture|remote sensing|satellite gravimetry|principal component analysis|amsr-e|grace|wghm
